priority,scenarioGroup,enableOnlineIntervention,enableOfflineIntervention,initialOnlineSeeds,initialOfflineSeeds,expectedFinalTime,paperUse,notes,batchId,modelMode,modelModeName,baselineFamily,requiresModelModeSupport,analysisRole,queueId,scenarioId,scenarioName,seedId,sensitivityDesign,sensitivitySampleId,sensitivitySeedReplicate,onlineRate,offlineRate,onlineGovEffect,offlineGovEffect,latentTime,forgetTime,govForgetTime,pRewire,kOnline,kOffline,interventionStartTime
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M071-seed01,MORRIS_M071,MORRIS 参数样本 M071,1,MORRIS,M071,1,44.0,8.4,0.08,0.29,3.4,16.6,5.4,0.126,8,7,60
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M071-seed07,MORRIS_M071,MORRIS 参数样本 M071,7,MORRIS,M071,7,44.0,8.4,0.08,0.29,3.4,16.6,5.4,0.126,8,7,60
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M071-seed13,MORRIS_M071,MORRIS 参数样本 M071,13,MORRIS,M071,13,44.0,8.4,0.08,0.29,3.4,16.6,5.4,0.126,8,7,60
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M071-seed19,MORRIS_M071,MORRIS 参数样本 M071,19,MORRIS,M071,19,44.0,8.4,0.08,0.29,3.4,16.6,5.4,0.126,8,7,60
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M071-seed25,MORRIS_M071,MORRIS 参数样本 M071,25,MORRIS,M071,25,44.0,8.4,0.08,0.29,3.4,16.6,5.4,0.126,8,7,60
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M072-seed01,MORRIS_M072,MORRIS 参数样本 M072,1,MORRIS,M072,1,44.0,8.4,0.08,0.29,3.4,16.6,5.4,0.3,8,7,60
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M072-seed07,MORRIS_M072,MORRIS 参数样本 M072,7,MORRIS,M072,7,44.0,8.4,0.08,0.29,3.4,16.6,5.4,0.3,8,7,60
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M072-seed13,MORRIS_M072,MORRIS 参数样本 M072,13,MORRIS,M072,13,44.0,8.4,0.08,0.29,3.4,16.6,5.4,0.3,8,7,60
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M072-seed19,MORRIS_M072,MORRIS 参数样本 M072,19,MORRIS,M072,19,44.0,8.4,0.08,0.29,3.4,16.6,5.4,0.3,8,7,60
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M072-seed25,MORRIS_M072,MORRIS 参数样本 M072,25,MORRIS,M072,25,44.0,8.4,0.08,0.29,3.4,16.6,5.4,0.3,8,7,60
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M073-seed01,MORRIS_M073,MORRIS 参数样本 M073,1,MORRIS,M073,1,26.0,5.2,0.06,0.17,1.0,3.0,4.1,0.126,6,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M073-seed07,MORRIS_M073,MORRIS 参数样本 M073,7,MORRIS,M073,7,26.0,5.2,0.06,0.17,1.0,3.0,4.1,0.126,6,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M073-seed13,MORRIS_M073,MORRIS 参数样本 M073,13,MORRIS,M073,13,26.0,5.2,0.06,0.17,1.0,3.0,4.1,0.126,6,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M073-seed19,MORRIS_M073,MORRIS 参数样本 M073,19,MORRIS,M073,19,26.0,5.2,0.06,0.17,1.0,3.0,4.1,0.126,6,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M073-seed25,MORRIS_M073,MORRIS 参数样本 M073,25,MORRIS,M073,25,26.0,5.2,0.06,0.17,1.0,3.0,4.1,0.126,6,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M074-seed01,MORRIS_M074,MORRIS 参数样本 M074,1,MORRIS,M074,1,26.0,5.2,0.12,0.17,1.0,3.0,4.1,0.126,6,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M074-seed07,MORRIS_M074,MORRIS 参数样本 M074,7,MORRIS,M074,7,26.0,5.2,0.12,0.17,1.0,3.0,4.1,0.126,6,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M074-seed13,MORRIS_M074,MORRIS 参数样本 M074,13,MORRIS,M074,13,26.0,5.2,0.12,0.17,1.0,3.0,4.1,0.126,6,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M074-seed19,MORRIS_M074,MORRIS 参数样本 M074,19,MORRIS,M074,19,26.0,5.2,0.12,0.17,1.0,3.0,4.1,0.126,6,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M074-seed25,MORRIS_M074,MORRIS 参数样本 M074,25,MORRIS,M074,25,26.0,5.2,0.12,0.17,1.0,3.0,4.1,0.126,6,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M075-seed01,MORRIS_M075,MORRIS 参数样本 M075,1,MORRIS,M075,1,26.0,5.2,0.12,0.35,1.0,3.0,4.1,0.126,6,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M075-seed07,MORRIS_M075,MORRIS 参数样本 M075,7,MORRIS,M075,7,26.0,5.2,0.12,0.35,1.0,3.0,4.1,0.126,6,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M075-seed13,MORRIS_M075,MORRIS 参数样本 M075,13,MORRIS,M075,13,26.0,5.2,0.12,0.35,1.0,3.0,4.1,0.126,6,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M075-seed19,MORRIS_M075,MORRIS 参数样本 M075,19,MORRIS,M075,19,26.0,5.2,0.12,0.35,1.0,3.0,4.1,0.126,6,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M075-seed25,MORRIS_M075,MORRIS 参数样本 M075,25,MORRIS,M075,25,26.0,5.2,0.12,0.35,1.0,3.0,4.1,0.126,6,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M076-seed01,MORRIS_M076,MORRIS 参数样本 M076,1,MORRIS,M076,1,26.0,5.2,0.12,0.35,1.0,13.2,4.1,0.126,6,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M076-seed07,MORRIS_M076,MORRIS 参数样本 M076,7,MORRIS,M076,7,26.0,5.2,0.12,0.35,1.0,13.2,4.1,0.126,6,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M076-seed13,MORRIS_M076,MORRIS 参数样本 M076,13,MORRIS,M076,13,26.0,5.2,0.12,0.35,1.0,13.2,4.1,0.126,6,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M076-seed19,MORRIS_M076,MORRIS 参数样本 M076,19,MORRIS,M076,19,26.0,5.2,0.12,0.35,1.0,13.2,4.1,0.126,6,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M076-seed25,MORRIS_M076,MORRIS 参数样本 M076,25,MORRIS,M076,25,26.0,5.2,0.12,0.35,1.0,13.2,4.1,0.126,6,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M077-seed01,MORRIS_M077,MORRIS 参数样本 M077,1,MORRIS,M077,1,26.0,5.2,0.12,0.35,1.0,13.2,4.1,0.3,6,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M077-seed07,MORRIS_M077,MORRIS 参数样本 M077,7,MORRIS,M077,7,26.0,5.2,0.12,0.35,1.0,13.2,4.1,0.3,6,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M077-seed13,MORRIS_M077,MORRIS 参数样本 M077,13,MORRIS,M077,13,26.0,5.2,0.12,0.35,1.0,13.2,4.1,0.3,6,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M077-seed19,MORRIS_M077,MORRIS 参数样本 M077,19,MORRIS,M077,19,26.0,5.2,0.12,0.35,1.0,13.2,4.1,0.3,6,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M077-seed25,MORRIS_M077,MORRIS 参数样本 M077,25,MORRIS,M077,25,26.0,5.2,0.12,0.35,1.0,13.2,4.1,0.3,6,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M078-seed01,MORRIS_M078,MORRIS 参数样本 M078,1,MORRIS,M078,1,26.0,5.2,0.12,0.35,1.0,13.2,4.1,0.3,10,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M078-seed07,MORRIS_M078,MORRIS 参数样本 M078,7,MORRIS,M078,7,26.0,5.2,0.12,0.35,1.0,13.2,4.1,0.3,10,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M078-seed13,MORRIS_M078,MORRIS 参数样本 M078,13,MORRIS,M078,13,26.0,5.2,0.12,0.35,1.0,13.2,4.1,0.3,10,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M078-seed19,MORRIS_M078,MORRIS 参数样本 M078,19,MORRIS,M078,19,26.0,5.2,0.12,0.35,1.0,13.2,4.1,0.3,10,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M078-seed25,MORRIS_M078,MORRIS 参数样本 M078,25,MORRIS,M078,25,26.0,5.2,0.12,0.35,1.0,13.2,4.1,0.3,10,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M079-seed01,MORRIS_M079,MORRIS 参数样本 M079,1,MORRIS,M079,1,26.0,5.2,0.12,0.35,3.4,13.2,4.1,0.3,10,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M079-seed07,MORRIS_M079,MORRIS 参数样本 M079,7,MORRIS,M079,7,26.0,5.2,0.12,0.35,3.4,13.2,4.1,0.3,10,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M079-seed13,MORRIS_M079,MORRIS 参数样本 M079,13,MORRIS,M079,13,26.0,5.2,0.12,0.35,3.4,13.2,4.1,0.3,10,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M079-seed19,MORRIS_M079,MORRIS 参数样本 M079,19,MORRIS,M079,19,26.0,5.2,0.12,0.35,3.4,13.2,4.1,0.3,10,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M079-seed25,MORRIS_M079,MORRIS 参数样本 M079,25,MORRIS,M079,25,26.0,5.2,0.12,0.35,3.4,13.2,4.1,0.3,10,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M080-seed01,MORRIS_M080,MORRIS 参数样本 M080,1,MORRIS,M080,1,26.0,5.2,0.12,0.35,3.4,13.2,8.0,0.3,10,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M080-seed07,MORRIS_M080,MORRIS 参数样本 M080,7,MORRIS,M080,7,26.0,5.2,0.12,0.35,3.4,13.2,8.0,0.3,10,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M080-seed13,MORRIS_M080,MORRIS 参数样本 M080,13,MORRIS,M080,13,26.0,5.2,0.12,0.35,3.4,13.2,8.0,0.3,10,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M080-seed19,MORRIS_M080,MORRIS 参数样本 M080,19,MORRIS,M080,19,26.0,5.2,0.12,0.35,3.4,13.2,8.0,0.3,10,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M080-seed25,MORRIS_M080,MORRIS 参数样本 M080,25,MORRIS,M080,25,26.0,5.2,0.12,0.35,3.4,13.2,8.0,0.3,10,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M081-seed01,MORRIS_M081,MORRIS 参数样本 M081,1,MORRIS,M081,1,26.0,10.0,0.12,0.35,3.4,13.2,8.0,0.3,10,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M081-seed07,MORRIS_M081,MORRIS 参数样本 M081,7,MORRIS,M081,7,26.0,10.0,0.12,0.35,3.4,13.2,8.0,0.3,10,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M081-seed13,MORRIS_M081,MORRIS 参数样本 M081,13,MORRIS,M081,13,26.0,10.0,0.12,0.35,3.4,13.2,8.0,0.3,10,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M081-seed19,MORRIS_M081,MORRIS 参数样本 M081,19,MORRIS,M081,19,26.0,10.0,0.12,0.35,3.4,13.2,8.0,0.3,10,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M081-seed25,MORRIS_M081,MORRIS 参数样本 M081,25,MORRIS,M081,25,26.0,10.0,0.12,0.35,3.4,13.2,8.0,0.3,10,3,10
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M082-seed01,MORRIS_M082,MORRIS 参数样本 M082,1,MORRIS,M082,1,26.0,10.0,0.12,0.35,3.4,13.2,8.0,0.3,10,3,40
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M082-seed07,MORRIS_M082,MORRIS 参数样本 M082,7,MORRIS,M082,7,26.0,10.0,0.12,0.35,3.4,13.2,8.0,0.3,10,3,40
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M082-seed13,MORRIS_M082,MORRIS 参数样本 M082,13,MORRIS,M082,13,26.0,10.0,0.12,0.35,3.4,13.2,8.0,0.3,10,3,40
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M082-seed19,MORRIS_M082,MORRIS 参数样本 M082,19,MORRIS,M082,19,26.0,10.0,0.12,0.35,3.4,13.2,8.0,0.3,10,3,40
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M082-seed25,MORRIS_M082,MORRIS 参数样本 M082,25,MORRIS,M082,25,26.0,10.0,0.12,0.35,3.4,13.2,8.0,0.3,10,3,40
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M083-seed01,MORRIS_M083,MORRIS 参数样本 M083,1,MORRIS,M083,1,26.0,10.0,0.12,0.35,3.4,13.2,8.0,0.3,10,7,40
