priority,scenarioGroup,enableOnlineIntervention,enableOfflineIntervention,initialOnlineSeeds,initialOfflineSeeds,expectedFinalTime,paperUse,notes,batchId,modelMode,modelModeName,baselineFamily,requiresModelModeSupport,analysisRole,queueId,scenarioId,scenarioName,seedId,sensitivityDesign,sensitivitySampleId,sensitivitySeedReplicate,onlineRate,offlineRate,onlineGovEffect,offlineGovEffect,latentTime,forgetTime,govForgetTime,pRewire,kOnline,kOffline,interventionStartTime
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M119-seed13,MORRIS_M119,MORRIS 参数样本 M119,13,MORRIS,M119,13,38.0,8.4,0.12,0.29,1.0,13.2,6.7,0.184,9,6,60
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M119-seed19,MORRIS_M119,MORRIS 参数样本 M119,19,MORRIS,M119,19,38.0,8.4,0.12,0.29,1.0,13.2,6.7,0.184,9,6,60
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M119-seed25,MORRIS_M119,MORRIS 参数样本 M119,25,MORRIS,M119,25,38.0,8.4,0.12,0.29,1.0,13.2,6.7,0.184,9,6,60
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M120-seed01,MORRIS_M120,MORRIS 参数样本 M120,1,MORRIS,M120,1,38.0,8.4,0.12,0.29,3.4,13.2,6.7,0.184,9,6,60
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M120-seed07,MORRIS_M120,MORRIS 参数样本 M120,7,MORRIS,M120,7,38.0,8.4,0.12,0.29,3.4,13.2,6.7,0.184,9,6,60
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M120-seed13,MORRIS_M120,MORRIS 参数样本 M120,13,MORRIS,M120,13,38.0,8.4,0.12,0.29,3.4,13.2,6.7,0.184,9,6,60
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M120-seed19,MORRIS_M120,MORRIS 参数样本 M120,19,MORRIS,M120,19,38.0,8.4,0.12,0.29,3.4,13.2,6.7,0.184,9,6,60
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M120-seed25,MORRIS_M120,MORRIS 参数样本 M120,25,MORRIS,M120,25,38.0,8.4,0.12,0.29,3.4,13.2,6.7,0.184,9,6,60
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M121-seed01,MORRIS_M121,MORRIS 参数样本 M121,1,MORRIS,M121,1,20.0,3.6,0.06,0.05,1.0,3.0,1.5,0.126,5,3,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M121-seed07,MORRIS_M121,MORRIS 参数样本 M121,7,MORRIS,M121,7,20.0,3.6,0.06,0.05,1.0,3.0,1.5,0.126,5,3,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M121-seed13,MORRIS_M121,MORRIS 参数样本 M121,13,MORRIS,M121,13,20.0,3.6,0.06,0.05,1.0,3.0,1.5,0.126,5,3,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M121-seed19,MORRIS_M121,MORRIS 参数样本 M121,19,MORRIS,M121,19,20.0,3.6,0.06,0.05,1.0,3.0,1.5,0.126,5,3,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M121-seed25,MORRIS_M121,MORRIS 参数样本 M121,25,MORRIS,M121,25,20.0,3.6,0.06,0.05,1.0,3.0,1.5,0.126,5,3,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M122-seed01,MORRIS_M122,MORRIS 参数样本 M122,1,MORRIS,M122,1,20.0,8.4,0.06,0.05,1.0,3.0,1.5,0.126,5,3,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M122-seed07,MORRIS_M122,MORRIS 参数样本 M122,7,MORRIS,M122,7,20.0,8.4,0.06,0.05,1.0,3.0,1.5,0.126,5,3,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M122-seed13,MORRIS_M122,MORRIS 参数样本 M122,13,MORRIS,M122,13,20.0,8.4,0.06,0.05,1.0,3.0,1.5,0.126,5,3,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M122-seed19,MORRIS_M122,MORRIS 参数样本 M122,19,MORRIS,M122,19,20.0,8.4,0.06,0.05,1.0,3.0,1.5,0.126,5,3,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M122-seed25,MORRIS_M122,MORRIS 参数样本 M122,25,MORRIS,M122,25,20.0,8.4,0.06,0.05,1.0,3.0,1.5,0.126,5,3,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M123-seed01,MORRIS_M123,MORRIS 参数样本 M123,1,MORRIS,M123,1,20.0,8.4,0.06,0.05,1.0,3.0,5.4,0.126,5,3,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M123-seed07,MORRIS_M123,MORRIS 参数样本 M123,7,MORRIS,M123,7,20.0,8.4,0.06,0.05,1.0,3.0,5.4,0.126,5,3,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M123-seed13,MORRIS_M123,MORRIS 参数样本 M123,13,MORRIS,M123,13,20.0,8.4,0.06,0.05,1.0,3.0,5.4,0.126,5,3,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M123-seed19,MORRIS_M123,MORRIS 参数样本 M123,19,MORRIS,M123,19,20.0,8.4,0.06,0.05,1.0,3.0,5.4,0.126,5,3,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M123-seed25,MORRIS_M123,MORRIS 参数样本 M123,25,MORRIS,M123,25,20.0,8.4,0.06,0.05,1.0,3.0,5.4,0.126,5,3,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M124-seed01,MORRIS_M124,MORRIS 参数样本 M124,1,MORRIS,M124,1,20.0,8.4,0.06,0.23,1.0,3.0,5.4,0.126,5,3,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M124-seed07,MORRIS_M124,MORRIS 参数样本 M124,7,MORRIS,M124,7,20.0,8.4,0.06,0.23,1.0,3.0,5.4,0.126,5,3,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M124-seed13,MORRIS_M124,MORRIS 参数样本 M124,13,MORRIS,M124,13,20.0,8.4,0.06,0.23,1.0,3.0,5.4,0.126,5,3,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M124-seed19,MORRIS_M124,MORRIS 参数样本 M124,19,MORRIS,M124,19,20.0,8.4,0.06,0.23,1.0,3.0,5.4,0.126,5,3,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M124-seed25,MORRIS_M124,MORRIS 参数样本 M124,25,MORRIS,M124,25,20.0,8.4,0.06,0.23,1.0,3.0,5.4,0.126,5,3,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M125-seed01,MORRIS_M125,MORRIS 参数样本 M125,1,MORRIS,M125,1,20.0,8.4,0.06,0.23,1.0,3.0,5.4,0.126,5,7,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M125-seed07,MORRIS_M125,MORRIS 参数样本 M125,7,MORRIS,M125,7,20.0,8.4,0.06,0.23,1.0,3.0,5.4,0.126,5,7,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M125-seed13,MORRIS_M125,MORRIS 参数样本 M125,13,MORRIS,M125,13,20.0,8.4,0.06,0.23,1.0,3.0,5.4,0.126,5,7,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M125-seed19,MORRIS_M125,MORRIS 参数样本 M125,19,MORRIS,M125,19,20.0,8.4,0.06,0.23,1.0,3.0,5.4,0.126,5,7,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M125-seed25,MORRIS_M125,MORRIS 参数样本 M125,25,MORRIS,M125,25,20.0,8.4,0.06,0.23,1.0,3.0,5.4,0.126,5,7,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M126-seed01,MORRIS_M126,MORRIS 参数样本 M126,1,MORRIS,M126,1,20.0,8.4,0.06,0.23,1.0,3.0,5.4,0.3,5,7,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M126-seed07,MORRIS_M126,MORRIS 参数样本 M126,7,MORRIS,M126,7,20.0,8.4,0.06,0.23,1.0,3.0,5.4,0.3,5,7,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M126-seed13,MORRIS_M126,MORRIS 参数样本 M126,13,MORRIS,M126,13,20.0,8.4,0.06,0.23,1.0,3.0,5.4,0.3,5,7,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M126-seed19,MORRIS_M126,MORRIS 参数样本 M126,19,MORRIS,M126,19,20.0,8.4,0.06,0.23,1.0,3.0,5.4,0.3,5,7,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M126-seed25,MORRIS_M126,MORRIS 参数样本 M126,25,MORRIS,M126,25,20.0,8.4,0.06,0.23,1.0,3.0,5.4,0.3,5,7,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M127-seed01,MORRIS_M127,MORRIS 参数样本 M127,1,MORRIS,M127,1,20.0,8.4,0.06,0.23,1.0,13.2,5.4,0.3,5,7,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M127-seed07,MORRIS_M127,MORRIS 参数样本 M127,7,MORRIS,M127,7,20.0,8.4,0.06,0.23,1.0,13.2,5.4,0.3,5,7,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M127-seed13,MORRIS_M127,MORRIS 参数样本 M127,13,MORRIS,M127,13,20.0,8.4,0.06,0.23,1.0,13.2,5.4,0.3,5,7,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M127-seed19,MORRIS_M127,MORRIS 参数样本 M127,19,MORRIS,M127,19,20.0,8.4,0.06,0.23,1.0,13.2,5.4,0.3,5,7,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M127-seed25,MORRIS_M127,MORRIS 参数样本 M127,25,MORRIS,M127,25,20.0,8.4,0.06,0.23,1.0,13.2,5.4,0.3,5,7,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M128-seed01,MORRIS_M128,MORRIS 参数样本 M128,1,MORRIS,M128,1,20.0,8.4,0.12,0.23,1.0,13.2,5.4,0.3,5,7,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M128-seed07,MORRIS_M128,MORRIS 参数样本 M128,7,MORRIS,M128,7,20.0,8.4,0.12,0.23,1.0,13.2,5.4,0.3,5,7,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M128-seed13,MORRIS_M128,MORRIS 参数样本 M128,13,MORRIS,M128,13,20.0,8.4,0.12,0.23,1.0,13.2,5.4,0.3,5,7,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M128-seed19,MORRIS_M128,MORRIS 参数样本 M128,19,MORRIS,M128,19,20.0,8.4,0.12,0.23,1.0,13.2,5.4,0.3,5,7,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M128-seed25,MORRIS_M128,MORRIS 参数样本 M128,25,MORRIS,M128,25,20.0,8.4,0.12,0.23,1.0,13.2,5.4,0.3,5,7,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M129-seed01,MORRIS_M129,MORRIS 参数样本 M129,1,MORRIS,M129,1,20.0,8.4,0.12,0.23,1.0,13.2,5.4,0.3,9,7,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M129-seed07,MORRIS_M129,MORRIS 参数样本 M129,7,MORRIS,M129,7,20.0,8.4,0.12,0.23,1.0,13.2,5.4,0.3,9,7,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M129-seed13,MORRIS_M129,MORRIS 参数样本 M129,13,MORRIS,M129,13,20.0,8.4,0.12,0.23,1.0,13.2,5.4,0.3,9,7,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M129-seed19,MORRIS_M129,MORRIS 参数样本 M129,19,MORRIS,M129,19,20.0,8.4,0.12,0.23,1.0,13.2,5.4,0.3,9,7,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M129-seed25,MORRIS_M129,MORRIS 参数样本 M129,25,MORRIS,M129,25,20.0,8.4,0.12,0.23,1.0,13.2,5.4,0.3,9,7,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M130-seed01,MORRIS_M130,MORRIS 参数样本 M130,1,MORRIS,M130,1,38.0,8.4,0.12,0.23,1.0,13.2,5.4,0.3,9,7,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M130-seed07,MORRIS_M130,MORRIS 参数样本 M130,7,MORRIS,M130,7,38.0,8.4,0.12,0.23,1.0,13.2,5.4,0.3,9,7,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M130-seed13,MORRIS_M130,MORRIS 参数样本 M130,13,MORRIS,M130,13,38.0,8.4,0.12,0.23,1.0,13.2,5.4,0.3,9,7,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M130-seed19,MORRIS_M130,MORRIS 参数样本 M130,19,MORRIS,M130,19,38.0,8.4,0.12,0.23,1.0,13.2,5.4,0.3,9,7,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M130-seed25,MORRIS_M130,MORRIS 参数样本 M130,25,MORRIS,M130,25,38.0,8.4,0.12,0.23,1.0,13.2,5.4,0.3,9,7,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M131-seed01,MORRIS_M131,MORRIS 参数样本 M131,1,MORRIS,M131,1,38.0,8.4,0.12,0.23,1.0,13.2,5.4,0.3,9,7,60
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M131-seed07,MORRIS_M131,MORRIS 参数样本 M131,7,MORRIS,M131,7,38.0,8.4,0.12,0.23,1.0,13.2,5.4,0.3,9,7,60
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,MORRIS-M131-seed13,MORRIS_M131,MORRIS 参数样本 M131,13,MORRIS,M131,13,38.0,8.4,0.12,0.23,1.0,13.2,5.4,0.3,9,7,60
