runId,seedId,interventionStartTime,enableOnlineIntervention,enableOfflineIntervention,kOffline,kOnline,pRewire,initialOnlineSeeds,initialOfflineSeeds,onlineRate,offlineRate,onlineGovEffect,offlineGovEffect,latentTime,forgetTime,govForgetTime
T30_ontrue_offtrue_seed6_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p02_gOff0p05_1781235670377,6,30.0,true,true,4,6,0.1,10,10,35.0,5.0,0.02,0.05,2.0,30.0,4.0
