runId,seedId,interventionStartTime,enableOnlineIntervention,enableOfflineIntervention,kOffline,kOnline,pRewire,initialOnlineSeeds,initialOfflineSeeds,I1Peak,I1PeakTime,I2Peak,I2PeakTime,G1Peak,G2Peak,cumulativeInfectedPersonHours,finalS,finalE,finalI1,finalI2,finalG1,finalG2,finalR
T30_onfalse_offfalse_seed1_kon6_koff4_rewire0p1_1781230324741,1,30.0,false,false,4,6,0.1,10,10,659.0,27.0,245.0,26.0,0.0,0.0,40952.0,7,0,0,0,0,0,993
