runId,time,S,E,I1,I2,G1,G2,R,interventionStartTime,enableOnlineIntervention,enableOfflineIntervention,kOffline,kOnline,pRewire,initialOnlineSeeds,initialOfflineSeeds,seedId
T15_ontrue_offtrue_seed2_kon6_koff4_rewire0p1_1781233017107,0.0,1000,0,0,0,0,0,0,15.0,true,true,4,6,0.1,10,10,2
T15_ontrue_offtrue_seed2_kon6_koff4_rewire0p1_1781233017107,1.0,935,45,10,10,0,0,0,15.0,true,true,4,6,0.1,10,10,2
T15_ontrue_offtrue_seed2_kon6_koff4_rewire0p1_1781233017107,2.0,932,35,21,10,0,0,2,15.0,true,true,4,6,0.1,10,10,2
T15_ontrue_offtrue_seed2_kon6_koff4_rewire0p1_1781233017107,3.0,911,29,40,16,0,0,4,15.0,true,true,4,6,0.1,10,10,2
T15_ontrue_offtrue_seed2_kon6_koff4_rewire0p1_1781233017107,4.0,874,50,52,19,0,0,5,15.0,true,true,4,6,0.1,10,10,2
T15_ontrue_offtrue_seed2_kon6_koff4_rewire0p1_1781233017107,5.0,860,36,72,26,0,0,6,15.0,true,true,4,6,0.1,10,10,2
T15_ontrue_offtrue_seed2_kon6_koff4_rewire0p1_1781233017107,6.0,822,48,90,33,0,0,7,15.0,true,true,4,6,0.1,10,10,2
T15_ontrue_offtrue_seed2_kon6_koff4_rewire0p1_1781233017107,7.0,787,57,110,39,0,0,7,15.0,true,true,4,6,0.1,10,10,2
T15_ontrue_offtrue_seed2_kon6_koff4_rewire0p1_1781233017107,8.0,745,63,135,48,0,0,9,15.0,true,true,4,6,0.1,10,10,2
T15_ontrue_offtrue_seed2_kon6_koff4_rewire0p1_1781233017107,9.0,706,61,168,56,0,0,9,15.0,true,true,4,6,0.1,10,10,2
T15_ontrue_offtrue_seed2_kon6_koff4_rewire0p1_1781233017107,10.0,654,79,197,61,0,0,9,15.0,true,true,4,6,0.1,10,10,2
T15_ontrue_offtrue_seed2_kon6_koff4_rewire0p1_1781233017107,11.0,608,82,230,71,0,0,9,15.0,true,true,4,6,0.1,10,10,2
T15_ontrue_offtrue_seed2_kon6_koff4_rewire0p1_1781233017107,12.0,551,88,271,79,0,0,11,15.0,true,true,4,6,0.1,10,10,2
T15_ontrue_offtrue_seed2_kon6_koff4_rewire0p1_1781233017107,13.0,494,95,312,88,0,0,11,15.0,true,true,4,6,0.1,10,10,2
T15_ontrue_offtrue_seed2_kon6_koff4_rewire0p1_1781233017107,14.0,429,101,357,103,0,0,10,15.0,true,true,4,6,0.1,10,10,2
T15_ontrue_offtrue_seed2_kon6_koff4_rewire0p1_1781233017107,15.0,368,105,397,119,0,0,11,15.0,true,true,4,6,0.1,10,10,2
T15_ontrue_offtrue_seed2_kon6_koff4_rewire0p1_1781233017107,16.0,314,101,434,132,4,2,13,15.0,true,true,4,6,0.1,10,10,2
T15_ontrue_offtrue_seed2_kon6_koff4_rewire0p1_1781233017107,17.0,269,79,481,140,6,8,17,15.0,true,true,4,6,0.1,10,10,2
T15_ontrue_offtrue_seed2_kon6_koff4_rewire0p1_1781233017107,18.0,222,71,507,156,7,15,22,15.0,true,true,4,6,0.1,10,10,2
