runId,modelMode,seedId,interventionStartTime,enableOnlineIntervention,enableOfflineIntervention,kOffline,kOnline,pRewire,initialOnlineSeeds,initialOfflineSeeds,onlineRate,offlineRate,onlineGovEffect,offlineGovEffect,latentTime,forgetTime,govForgetTime
M2_T30_onfalse_offfalse_seed8_kon10_koff0_rewire0p1_or35p0_fr0p0_gOn0p05_gOff0p15_1781343232293,2,8,30.0,false,false,0,10,0.1,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0
