runId,seedId,interventionStartTime,enableOnlineIntervention,enableOfflineIntervention,kOffline,kOnline,pRewire,initialOnlineSeeds,initialOfflineSeeds,onlineRate,offlineRate,onlineGovEffect,offlineGovEffect,latentTime,forgetTime,govForgetTime
T30_onfalse_offfalse_seed1_kon6_koff4_rewire0p1_1781232143821,1,30.0,false,false,4,6,0.1,10,10,35.0,5.0,0.05,0.15,2.0,30.0,4.0
