runId,seedId,interventionStartTime,enableOnlineIntervention,enableOfflineIntervention,kOffline,kOnline,pRewire,initialOnlineSeeds,initialOfflineSeeds,onlineRate,offlineRate,onlineGovEffect,offlineGovEffect,latentTime,forgetTime,govForgetTime
T30_ontrue_offtrue_seed6_kon6_koff4_rewire0p01_or35p0_fr5p0_gOn0p05_gOff0p15_1781260797799,6,30.0,true,true,4,6,0.01,10,10,35.0,5.0,0.05,0.15,2.0,30.0,4.0
