t,S,E,I1,I2,R,G1,G2,I_total,G_total,h
76.25,0.41689866462516667,0.03894191023619853,0.041586090525842306,0.012568934063884322,0.3023978218673469,0.1056590397667808,0.08194753891478053,0.054155024589726625,0.18760657868156133,1.0
76.3,0.41677816217256985,0.03888047447097138,0.041529389608943576,0.012550994580390185,0.30253130362847014,0.10573130728116535,0.08199836825748939,0.05408038418933376,0.18772967553865474,1.0
76.35000000000001,0.41665830792923203,0.0388191085240754,0.04147270295160908,0.012533063511760504,0.3026643310058251,0.10580341136300338,0.0820490747144945,0.05400576646336959,0.18785248607749788,1.0
76.4,0.4165391006873586,0.03875781259203412,0.04141603095591882,0.01251514097267971,0.3027969043218844,0.10587535209697348,0.08209965837315071,0.05393117192859853,0.1879750104701242,1.0
76.45,0.41642053923937594,0.03869658686939857,0.04135937402207421,0.012497227077212677,0.3029290239017296,0.10594712956873421,0.08215011932147485,0.05385660109928689,0.18809724889020907,1.0
76.5,0.4163026223779435,0.03863543154875494,0.041302732548398884,0.012479321938805391,0.3030606900730369,0.10601874386491877,0.08220045764814168,0.05378205448720427,0.18821920151306046,1.0
76.55,0.41618534889596887,0.03857434682073238,0.04124610693133975,0.012461425670285712,0.3031919031660628,0.10609019507313026,0.08225067344248006,0.05370753260162547,0.18834086851561033,1.0
76.60000000000001,0.41606871758662095,0.03851333287401073,0.04118949756546796,0.012443538383864115,0.3033226635136305,0.10616148328193668,0.08230076679446904,0.05363303594933208,0.1884622500764057,1.0
76.65,0.4159527272433431,0.03845238989532821,0.04113290484347991,0.012425660191134417,0.3034529714511147,0.10623260858086578,0.08235073779473388,0.05355856503461433,0.18858334637559965,1.0
76.7,0.415837376659867,0.03839151806948927,0.0410763291561984,0.012407791203074585,0.30358282731642827,0.10630357106040021,0.08240058653454227,0.05348412035927299,0.18870415759494247,1.0
76.75,0.41572266463022584,0.03833071757937228,0.04101977089257379,0.012389931530047495,0.30371223145000775,0.1063743708119726,0.08245031310580037,0.05340970242262129,0.18882468391777296,1.0
76.80000000000001,0.4156085899487674,0.03826998860593732,0.04096323043968513,0.012372081281801749,0.30384118419479916,0.10644500792796044,0.08249991760104891,0.05333531172148688,0.18894492552900935,1.0
76.85000000000001,0.4154951514101674,0.03820933132823397,0.04090670818274149,0.012354240567472474,0.30396968589624396,0.10651548250168123,0.08254940011345939,0.05326094875021396,0.18906488261514062,1.0
76.9,0.4153823478094427,0.03814874592340907,0.040850204505083205,0.012336409495582179,0.3040977369022651,0.1065857946273876,0.0825987607368302,0.053186614000665385,0.1891845553642178,1.0
76.95,0.41527017794196364,0.038088232566714474,0.04079371978818322,0.012318588174041556,0.3042253375632525,0.10665594440026209,0.08264799956558265,0.053112307962224777,0.18930394396584474,1.0
77.0,0.41515864060346747,0.038027791431514885,0.04073725441164849,0.01230077671015037,0.3043524882320492,0.10672593191641247,0.08269711669475723,0.053038031121798855,0.1894230486111697,1.0
77.05000000000001,0.415047734590071,0.03796742268929561,0.04068080875322141,0.012282975210598315,0.3044791892639374,0.10679575727286666,0.0827461122200097,0.05296378396381972,0.18954186949287638,1.0
77.10000000000001,0.41493745869828313,0.037907126509670354,0.04062438318878129,0.012265183781465894,0.3046054410166243,0.10686542056756786,0.08279498623760728,0.05288956697024719,0.18966040680517515,1.0
