R0,RE_Tg,Tg,S_Tg,peak_I_total,peak_time,cumulative_I_person_time,note
2.7199999999999998,1.4320604993911663,30.0,0.8379523109369026,0.07838342056419509,52.45,4.992847187546956,Equation-level reference only; not used for manuscript AnyLogic results.
