runId,enableOfflineIntervention,enableOnlineIntervention,forgetTime,govForgetTime,initialOfflineSeeds,initialOnlineSeeds,interventionStartTime,kOffline,kOnline,latentTime,modelMode,offlineGovEffect,offlineRate,onlineGovEffect,onlineRate,pRewire,parameterFile,seedId
M0_T30_ontrue_offtrue_seed13_kon6_koff4_rewire0p1_or20p0_fr2p0_gOn0p05_gOff0p15_1781315875210,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.15,2.0,0.05,20.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed13_kon6_koff4_rewire0p1_or20p0_fr2p0_gOn0p05_gOff0p15_1781315875210.csv,13
M0_T30_ontrue_offtrue_seed13_kon6_koff4_rewire0p1_or20p0_fr2p0_gOn0p05_gOff0p15_1781315884372,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.15,2.0,0.05,20.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed13_kon6_koff4_rewire0p1_or20p0_fr2p0_gOn0p05_gOff0p15_1781315884372.csv,13
M0_T30_ontrue_offtrue_seed13_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p02_gOff0p05_1781314077091,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.05,5.0,0.02,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed13_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p02_gOff0p05_1781314077091.csv,13
M0_T30_ontrue_offtrue_seed13_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p02_gOff0p05_1781314087941,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.05,5.0,0.02,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed13_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p02_gOff0p05_1781314087941.csv,13
M0_T30_ontrue_offtrue_seed13_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781286169913,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.15,5.0,0.05,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed13_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781286169913.csv,13
M0_T30_ontrue_offtrue_seed13_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781286179678,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.15,5.0,0.05,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed13_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781286179678.csv,13
M0_T30_ontrue_offtrue_seed13_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781317617391,true,true,15.0,2.0,10,10,30.0,4,6,1.0,0,0.15,5.0,0.05,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed13_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781317617391.csv,13
M0_T30_ontrue_offtrue_seed13_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781317630292,true,true,15.0,2.0,10,10,30.0,4,6,1.0,0,0.15,5.0,0.05,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed13_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781317630292.csv,13
M0_T30_ontrue_offtrue_seed13_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781318814529,true,true,45.0,8.0,10,10,30.0,4,6,4.0,0,0.15,5.0,0.05,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed13_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781318814529.csv,13
M0_T30_ontrue_offtrue_seed13_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781318828933,true,true,45.0,8.0,10,10,30.0,4,6,4.0,0,0.15,5.0,0.05,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed13_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781318828933.csv,13
M0_T30_ontrue_offtrue_seed13_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p1_1781498953349,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.1,5.0,0.1,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed13_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p1_1781498953349.csv,13
M0_T30_ontrue_offtrue_seed13_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p3_1781315090409,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.3,5.0,0.1,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed13_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p3_1781315090409.csv,13
M0_T30_ontrue_offtrue_seed13_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p3_1781315103103,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.3,5.0,0.1,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed13_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p3_1781315103103.csv,13
M0_T30_ontrue_offtrue_seed13_kon6_koff4_rewire0p1_or50p0_fr8p0_gOn0p05_gOff0p15_1781316652105,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.15,8.0,0.05,50.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed13_kon6_koff4_rewire0p1_or50p0_fr8p0_gOn0p05_gOff0p15_1781316652105.csv,13
M0_T30_ontrue_offtrue_seed13_kon6_koff4_rewire0p1_or50p0_fr8p0_gOn0p05_gOff0p15_1781316661587,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.15,8.0,0.05,50.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed13_kon6_koff4_rewire0p1_or50p0_fr8p0_gOn0p05_gOff0p15_1781316661587.csv,13
M0_T30_ontrue_offtrue_seed13_kon6_koff4_rewire0p3_or35p0_fr5p0_gOn0p05_gOff0p15_1781321944946,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.15,5.0,0.05,35.0,0.3,parameter_master_M0_T30_ontrue_offtrue_seed13_kon6_koff4_rewire0p3_or35p0_fr5p0_gOn0p05_gOff0p15_1781321944946.csv,13
M0_T30_ontrue_offtrue_seed13_kon6_koff4_rewire0p3_or35p0_fr5p0_gOn0p05_gOff0p15_1781321961560,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.15,5.0,0.05,35.0,0.3,parameter_master_M0_T30_ontrue_offtrue_seed13_kon6_koff4_rewire0p3_or35p0_fr5p0_gOn0p05_gOff0p15_1781321961560.csv,13
M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p01_or35p0_fr5p0_gOn0p05_gOff0p15_1781320362312,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.15,5.0,0.05,35.0,0.01,parameter_master_M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p01_or35p0_fr5p0_gOn0p05_gOff0p15_1781320362312.csv,14
M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p01_or35p0_fr5p0_gOn0p05_gOff0p15_1781320377234,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.15,5.0,0.05,35.0,0.01,parameter_master_M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p01_or35p0_fr5p0_gOn0p05_gOff0p15_1781320377234.csv,14
M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p1_or20p0_fr2p0_gOn0p05_gOff0p15_1781315900080,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.15,2.0,0.05,20.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p1_or20p0_fr2p0_gOn0p05_gOff0p15_1781315900080.csv,14
M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p1_or20p0_fr2p0_gOn0p05_gOff0p15_1781315909186,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.15,2.0,0.05,20.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p1_or20p0_fr2p0_gOn0p05_gOff0p15_1781315909186.csv,14
M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p02_gOff0p05_1781314103758,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.05,5.0,0.02,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p02_gOff0p05_1781314103758.csv,14
M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p02_gOff0p05_1781314114454,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.05,5.0,0.02,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p02_gOff0p05_1781314114454.csv,14
M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781286192105,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.15,5.0,0.05,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781286192105.csv,14
M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781286201013,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.15,5.0,0.05,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781286201013.csv,14
M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781317652609,true,true,15.0,2.0,10,10,30.0,4,6,1.0,0,0.15,5.0,0.05,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781317652609.csv,14
M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781317664920,true,true,15.0,2.0,10,10,30.0,4,6,1.0,0,0.15,5.0,0.05,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781317664920.csv,14
M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781318862339,true,true,45.0,8.0,10,10,30.0,4,6,4.0,0,0.15,5.0,0.05,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781318862339.csv,14
M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781318876558,true,true,45.0,8.0,10,10,30.0,4,6,4.0,0,0.15,5.0,0.05,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781318876558.csv,14
M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p1_1781498988319,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.1,5.0,0.1,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p1_1781498988319.csv,14
M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p3_1781315125551,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.3,5.0,0.1,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p3_1781315125551.csv,14
M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p3_1781315137920,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.3,5.0,0.1,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p3_1781315137920.csv,14
M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p1_or50p0_fr8p0_gOn0p05_gOff0p15_1781316678585,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.15,8.0,0.05,50.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p1_or50p0_fr8p0_gOn0p05_gOff0p15_1781316678585.csv,14
M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p1_or50p0_fr8p0_gOn0p05_gOff0p15_1781316688294,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.15,8.0,0.05,50.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p1_or50p0_fr8p0_gOn0p05_gOff0p15_1781316688294.csv,14
M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p3_or35p0_fr5p0_gOn0p05_gOff0p15_1781322002945,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.15,5.0,0.05,35.0,0.3,parameter_master_M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p3_or35p0_fr5p0_gOn0p05_gOff0p15_1781322002945.csv,14
M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p3_or35p0_fr5p0_gOn0p05_gOff0p15_1781322018421,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.15,5.0,0.05,35.0,0.3,parameter_master_M0_T30_ontrue_offtrue_seed14_kon6_koff4_rewire0p3_or35p0_fr5p0_gOn0p05_gOff0p15_1781322018421.csv,14
M0_T30_ontrue_offtrue_seed15_kon6_koff4_rewire0p01_or35p0_fr5p0_gOn0p05_gOff0p15_1781320414342,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.15,5.0,0.05,35.0,0.01,parameter_master_M0_T30_ontrue_offtrue_seed15_kon6_koff4_rewire0p01_or35p0_fr5p0_gOn0p05_gOff0p15_1781320414342.csv,15
M0_T30_ontrue_offtrue_seed15_kon6_koff4_rewire0p01_or35p0_fr5p0_gOn0p05_gOff0p15_1781320429117,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.15,5.0,0.05,35.0,0.01,parameter_master_M0_T30_ontrue_offtrue_seed15_kon6_koff4_rewire0p01_or35p0_fr5p0_gOn0p05_gOff0p15_1781320429117.csv,15
M0_T30_ontrue_offtrue_seed15_kon6_koff4_rewire0p1_or20p0_fr2p0_gOn0p05_gOff0p15_1781315924855,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.15,2.0,0.05,20.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed15_kon6_koff4_rewire0p1_or20p0_fr2p0_gOn0p05_gOff0p15_1781315924855.csv,15
M0_T30_ontrue_offtrue_seed15_kon6_koff4_rewire0p1_or20p0_fr2p0_gOn0p05_gOff0p15_1781315934221,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.15,2.0,0.05,20.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed15_kon6_koff4_rewire0p1_or20p0_fr2p0_gOn0p05_gOff0p15_1781315934221.csv,15
M0_T30_ontrue_offtrue_seed15_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p02_gOff0p05_1781314130041,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.05,5.0,0.02,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed15_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p02_gOff0p05_1781314130041.csv,15
M0_T30_ontrue_offtrue_seed15_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p02_gOff0p05_1781314140735,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.05,5.0,0.02,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed15_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p02_gOff0p05_1781314140735.csv,15
M0_T30_ontrue_offtrue_seed15_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781286212127,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.15,5.0,0.05,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed15_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781286212127.csv,15
M0_T30_ontrue_offtrue_seed15_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781317686674,true,true,15.0,2.0,10,10,30.0,4,6,1.0,0,0.15,5.0,0.05,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed15_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781317686674.csv,15
M0_T30_ontrue_offtrue_seed15_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781317699729,true,true,15.0,2.0,10,10,30.0,4,6,1.0,0,0.15,5.0,0.05,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed15_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781317699729.csv,15
M0_T30_ontrue_offtrue_seed15_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781318909527,true,true,45.0,8.0,10,10,30.0,4,6,4.0,0,0.15,5.0,0.05,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed15_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781318909527.csv,15
M0_T30_ontrue_offtrue_seed15_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781318924112,true,true,45.0,8.0,10,10,30.0,4,6,4.0,0,0.15,5.0,0.05,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed15_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781318924112.csv,15
M0_T30_ontrue_offtrue_seed15_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p1_1781499024451,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.1,5.0,0.1,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed15_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p1_1781499024451.csv,15
M0_T30_ontrue_offtrue_seed15_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p3_1781315160007,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.3,5.0,0.1,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed15_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p3_1781315160007.csv,15
M0_T30_ontrue_offtrue_seed15_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p3_1781315172418,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.3,5.0,0.1,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed15_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p3_1781315172418.csv,15
M0_T30_ontrue_offtrue_seed15_kon6_koff4_rewire0p1_or50p0_fr8p0_gOn0p05_gOff0p15_1781316704975,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.15,8.0,0.05,50.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed15_kon6_koff4_rewire0p1_or50p0_fr8p0_gOn0p05_gOff0p15_1781316704975.csv,15
M0_T30_ontrue_offtrue_seed15_kon6_koff4_rewire0p1_or50p0_fr8p0_gOn0p05_gOff0p15_1781316714471,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.15,8.0,0.05,50.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed15_kon6_koff4_rewire0p1_or50p0_fr8p0_gOn0p05_gOff0p15_1781316714471.csv,15
M0_T30_ontrue_offtrue_seed15_kon6_koff4_rewire0p3_or35p0_fr5p0_gOn0p05_gOff0p15_1781322058761,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.15,5.0,0.05,35.0,0.3,parameter_master_M0_T30_ontrue_offtrue_seed15_kon6_koff4_rewire0p3_or35p0_fr5p0_gOn0p05_gOff0p15_1781322058761.csv,15
M0_T30_ontrue_offtrue_seed15_kon6_koff4_rewire0p3_or35p0_fr5p0_gOn0p05_gOff0p15_1781322074334,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.15,5.0,0.05,35.0,0.3,parameter_master_M0_T30_ontrue_offtrue_seed15_kon6_koff4_rewire0p3_or35p0_fr5p0_gOn0p05_gOff0p15_1781322074334.csv,15
M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p01_or35p0_fr5p0_gOn0p05_gOff0p15_1781320466655,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.15,5.0,0.05,35.0,0.01,parameter_master_M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p01_or35p0_fr5p0_gOn0p05_gOff0p15_1781320466655.csv,16
M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p01_or35p0_fr5p0_gOn0p05_gOff0p15_1781320481886,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.15,5.0,0.05,35.0,0.01,parameter_master_M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p01_or35p0_fr5p0_gOn0p05_gOff0p15_1781320481886.csv,16
M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p1_or20p0_fr2p0_gOn0p05_gOff0p15_1781315949947,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.15,2.0,0.05,20.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p1_or20p0_fr2p0_gOn0p05_gOff0p15_1781315949947.csv,16
M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p1_or20p0_fr2p0_gOn0p05_gOff0p15_1781315959174,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.15,2.0,0.05,20.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p1_or20p0_fr2p0_gOn0p05_gOff0p15_1781315959174.csv,16
M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p02_gOff0p05_1781314156954,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.05,5.0,0.02,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p02_gOff0p05_1781314156954.csv,16
M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p02_gOff0p05_1781314168396,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.05,5.0,0.02,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p02_gOff0p05_1781314168396.csv,16
M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781286230240,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.15,5.0,0.05,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781286230240.csv,16
M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781317721541,true,true,15.0,2.0,10,10,30.0,4,6,1.0,0,0.15,5.0,0.05,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781317721541.csv,16
M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781317734118,true,true,15.0,2.0,10,10,30.0,4,6,1.0,0,0.15,5.0,0.05,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781317734118.csv,16
M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781318957760,true,true,45.0,8.0,10,10,30.0,4,6,4.0,0,0.15,5.0,0.05,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781318957760.csv,16
M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781318972325,true,true,45.0,8.0,10,10,30.0,4,6,4.0,0,0.15,5.0,0.05,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781318972325.csv,16
M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p1_1781499061226,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.1,5.0,0.1,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p1_1781499061226.csv,16
M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p3_1781315194286,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.3,5.0,0.1,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p3_1781315194286.csv,16
M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p3_1781315206655,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.3,5.0,0.1,35.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p3_1781315206655.csv,16
M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p1_or50p0_fr8p0_gOn0p05_gOff0p15_1781316731969,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.15,8.0,0.05,50.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p1_or50p0_fr8p0_gOn0p05_gOff0p15_1781316731969.csv,16
M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p1_or50p0_fr8p0_gOn0p05_gOff0p15_1781316741421,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.15,8.0,0.05,50.0,0.1,parameter_master_M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p1_or50p0_fr8p0_gOn0p05_gOff0p15_1781316741421.csv,16
M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p3_or35p0_fr5p0_gOn0p05_gOff0p15_1781322115910,true,true,30.0,4.0,10,10,30.0,4,6,2.0,0,0.15,5.0,0.05,35.0,0.3,parameter_master_M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p3_or35p0_fr5p0_gOn0p05_gOff0p15_1781322115910.csv,16
