runId,rawFile,rowCount,maxTime,runCompleted,expectedFinalTime,medianDt,minDt,maxDt,hasDuplicateTimes,hasNegativeTimeStep,populationConstant,populationInitial,populationMin,populationMax,qualityNote
M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p3_1781315194286,raw_timeseries_M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p3_1781315194286.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p3_1781315206655,raw_timeseries_M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p3_1781315206655.csv,143,142,false,180,1,1,1,false,false,true,1000,1000,1000,simulation did not reach 180h
M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p1_or50p0_fr8p0_gOn0p05_gOff0p15_1781316731969,raw_timeseries_M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p1_or50p0_fr8p0_gOn0p05_gOff0p15_1781316731969.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p1_or50p0_fr8p0_gOn0p05_gOff0p15_1781316741421,raw_timeseries_M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p1_or50p0_fr8p0_gOn0p05_gOff0p15_1781316741421.csv,99,98,false,180,1,1,1,false,false,true,1000,1000,1000,simulation did not reach 180h
M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p3_or35p0_fr5p0_gOn0p05_gOff0p15_1781322115910,raw_timeseries_M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p3_or35p0_fr5p0_gOn0p05_gOff0p15_1781322115910.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p3_or35p0_fr5p0_gOn0p05_gOff0p15_1781322131371,raw_timeseries_M0_T30_ontrue_offtrue_seed16_kon6_koff4_rewire0p3_or35p0_fr5p0_gOn0p05_gOff0p15_1781322131371.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed17_kon6_koff4_rewire0p01_or35p0_fr5p0_gOn0p05_gOff0p15_1781320518540,raw_timeseries_M0_T30_ontrue_offtrue_seed17_kon6_koff4_rewire0p01_or35p0_fr5p0_gOn0p05_gOff0p15_1781320518540.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed17_kon6_koff4_rewire0p01_or35p0_fr5p0_gOn0p05_gOff0p15_1781320534172,raw_timeseries_M0_T30_ontrue_offtrue_seed17_kon6_koff4_rewire0p01_or35p0_fr5p0_gOn0p05_gOff0p15_1781320534172.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed17_kon6_koff4_rewire0p1_or20p0_fr2p0_gOn0p05_gOff0p15_1781315975395,raw_timeseries_M0_T30_ontrue_offtrue_seed17_kon6_koff4_rewire0p1_or20p0_fr2p0_gOn0p05_gOff0p15_1781315975395.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed17_kon6_koff4_rewire0p1_or20p0_fr2p0_gOn0p05_gOff0p15_1781315984589,raw_timeseries_M0_T30_ontrue_offtrue_seed17_kon6_koff4_rewire0p1_or20p0_fr2p0_gOn0p05_gOff0p15_1781315984589.csv,95,94,false,180,1,1,1,false,false,true,1000,1000,1000,simulation did not reach 180h
M0_T30_ontrue_offtrue_seed17_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p02_gOff0p05_1781314183891,raw_timeseries_M0_T30_ontrue_offtrue_seed17_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p02_gOff0p05_1781314183891.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed17_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p02_gOff0p05_1781314195215,raw_timeseries_M0_T30_ontrue_offtrue_seed17_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p02_gOff0p05_1781314195215.csv,105,104,false,180,1,1,1,false,false,true,1000,1000,1000,simulation did not reach 180h
M0_T30_ontrue_offtrue_seed17_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781286248214,raw_timeseries_M0_T30_ontrue_offtrue_seed17_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781286248214.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed17_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781317755567,raw_timeseries_M0_T30_ontrue_offtrue_seed17_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781317755567.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed17_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781317768534,raw_timeseries_M0_T30_ontrue_offtrue_seed17_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781317768534.csv,155,154,false,180,1,1,1,false,false,true,1000,1000,1000,simulation did not reach 180h
M0_T30_ontrue_offtrue_seed17_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781319006087,raw_timeseries_M0_T30_ontrue_offtrue_seed17_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781319006087.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed17_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781319020865,raw_timeseries_M0_T30_ontrue_offtrue_seed17_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781319020865.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed17_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p1_1781499097388,raw_timeseries_M0_T30_ontrue_offtrue_seed17_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p1_1781499097388.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed17_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p3_1781315227705,raw_timeseries_M0_T30_ontrue_offtrue_seed17_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p3_1781315227705.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed17_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p3_1781315239762,raw_timeseries_M0_T30_ontrue_offtrue_seed17_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p3_1781315239762.csv,139,138,false,180,1,1,1,false,false,true,1000,1000,1000,simulation did not reach 180h
M0_T30_ontrue_offtrue_seed17_kon6_koff4_rewire0p1_or50p0_fr8p0_gOn0p05_gOff0p15_1781316758953,raw_timeseries_M0_T30_ontrue_offtrue_seed17_kon6_koff4_rewire0p1_or50p0_fr8p0_gOn0p05_gOff0p15_1781316758953.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed17_kon6_koff4_rewire0p1_or50p0_fr8p0_gOn0p05_gOff0p15_1781316768433,raw_timeseries_M0_T30_ontrue_offtrue_seed17_kon6_koff4_rewire0p1_or50p0_fr8p0_gOn0p05_gOff0p15_1781316768433.csv,95,94,false,180,1,1,1,false,false,true,1000,1000,1000,simulation did not reach 180h
M0_T30_ontrue_offtrue_seed17_kon6_koff4_rewire0p3_or35p0_fr5p0_gOn0p05_gOff0p15_1781322171489,raw_timeseries_M0_T30_ontrue_offtrue_seed17_kon6_koff4_rewire0p3_or35p0_fr5p0_gOn0p05_gOff0p15_1781322171489.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed17_kon6_koff4_rewire0p3_or35p0_fr5p0_gOn0p05_gOff0p15_1781322186804,raw_timeseries_M0_T30_ontrue_offtrue_seed17_kon6_koff4_rewire0p3_or35p0_fr5p0_gOn0p05_gOff0p15_1781322186804.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed18_kon6_koff4_rewire0p01_or35p0_fr5p0_gOn0p05_gOff0p15_1781320571406,raw_timeseries_M0_T30_ontrue_offtrue_seed18_kon6_koff4_rewire0p01_or35p0_fr5p0_gOn0p05_gOff0p15_1781320571406.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed18_kon6_koff4_rewire0p01_or35p0_fr5p0_gOn0p05_gOff0p15_1781320587437,raw_timeseries_M0_T30_ontrue_offtrue_seed18_kon6_koff4_rewire0p01_or35p0_fr5p0_gOn0p05_gOff0p15_1781320587437.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed18_kon6_koff4_rewire0p1_or20p0_fr2p0_gOn0p05_gOff0p15_1781316000687,raw_timeseries_M0_T30_ontrue_offtrue_seed18_kon6_koff4_rewire0p1_or20p0_fr2p0_gOn0p05_gOff0p15_1781316000687.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed18_kon6_koff4_rewire0p1_or20p0_fr2p0_gOn0p05_gOff0p15_1781316009894,raw_timeseries_M0_T30_ontrue_offtrue_seed18_kon6_koff4_rewire0p1_or20p0_fr2p0_gOn0p05_gOff0p15_1781316009894.csv,94,93,false,180,1,1,1,false,false,true,1000,1000,1000,simulation did not reach 180h
M0_T30_ontrue_offtrue_seed18_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p02_gOff0p05_1781314210978,raw_timeseries_M0_T30_ontrue_offtrue_seed18_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p02_gOff0p05_1781314210978.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed18_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p02_gOff0p05_1781314222534,raw_timeseries_M0_T30_ontrue_offtrue_seed18_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p02_gOff0p05_1781314222534.csv,123,122,false,180,1,1,1,false,false,true,1000,1000,1000,simulation did not reach 180h
M0_T30_ontrue_offtrue_seed18_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781286266260,raw_timeseries_M0_T30_ontrue_offtrue_seed18_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781286266260.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed18_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781317790520,raw_timeseries_M0_T30_ontrue_offtrue_seed18_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781317790520.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed18_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781317802978,raw_timeseries_M0_T30_ontrue_offtrue_seed18_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781317802978.csv,153,152,false,180,1,1,1,false,false,true,1000,1000,1000,simulation did not reach 180h
M0_T30_ontrue_offtrue_seed18_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781319055788,raw_timeseries_M0_T30_ontrue_offtrue_seed18_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781319055788.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed18_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781319070286,raw_timeseries_M0_T30_ontrue_offtrue_seed18_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781319070286.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed18_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p1_1781499134285,raw_timeseries_M0_T30_ontrue_offtrue_seed18_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p1_1781499134285.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed18_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p3_1781315261773,raw_timeseries_M0_T30_ontrue_offtrue_seed18_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p3_1781315261773.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed18_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p3_1781315274120,raw_timeseries_M0_T30_ontrue_offtrue_seed18_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p3_1781315274120.csv,150,149,false,180,1,1,1,false,false,true,1000,1000,1000,simulation did not reach 180h
M0_T30_ontrue_offtrue_seed18_kon6_koff4_rewire0p1_or50p0_fr8p0_gOn0p05_gOff0p15_1781316785989,raw_timeseries_M0_T30_ontrue_offtrue_seed18_kon6_koff4_rewire0p1_or50p0_fr8p0_gOn0p05_gOff0p15_1781316785989.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed18_kon6_koff4_rewire0p1_or50p0_fr8p0_gOn0p05_gOff0p15_1781316795493,raw_timeseries_M0_T30_ontrue_offtrue_seed18_kon6_koff4_rewire0p1_or50p0_fr8p0_gOn0p05_gOff0p15_1781316795493.csv,93,92,false,180,1,1,1,false,false,true,1000,1000,1000,simulation did not reach 180h
M0_T30_ontrue_offtrue_seed18_kon6_koff4_rewire0p3_or35p0_fr5p0_gOn0p05_gOff0p15_1781322227027,raw_timeseries_M0_T30_ontrue_offtrue_seed18_kon6_koff4_rewire0p3_or35p0_fr5p0_gOn0p05_gOff0p15_1781322227027.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed18_kon6_koff4_rewire0p3_or35p0_fr5p0_gOn0p05_gOff0p15_1781322242317,raw_timeseries_M0_T30_ontrue_offtrue_seed18_kon6_koff4_rewire0p3_or35p0_fr5p0_gOn0p05_gOff0p15_1781322242317.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed19_kon6_koff4_rewire0p01_or35p0_fr5p0_gOn0p05_gOff0p15_1781320624475,raw_timeseries_M0_T30_ontrue_offtrue_seed19_kon6_koff4_rewire0p01_or35p0_fr5p0_gOn0p05_gOff0p15_1781320624475.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed19_kon6_koff4_rewire0p01_or35p0_fr5p0_gOn0p05_gOff0p15_1781320639345,raw_timeseries_M0_T30_ontrue_offtrue_seed19_kon6_koff4_rewire0p01_or35p0_fr5p0_gOn0p05_gOff0p15_1781320639345.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed19_kon6_koff4_rewire0p1_or20p0_fr2p0_gOn0p05_gOff0p15_1781316026160,raw_timeseries_M0_T30_ontrue_offtrue_seed19_kon6_koff4_rewire0p1_or20p0_fr2p0_gOn0p05_gOff0p15_1781316026160.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed19_kon6_koff4_rewire0p1_or20p0_fr2p0_gOn0p05_gOff0p15_1781316035531,raw_timeseries_M0_T30_ontrue_offtrue_seed19_kon6_koff4_rewire0p1_or20p0_fr2p0_gOn0p05_gOff0p15_1781316035531.csv,118,117,false,180,1,1,1,false,false,true,1000,1000,1000,simulation did not reach 180h
M0_T30_ontrue_offtrue_seed19_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p02_gOff0p05_1781314244204,raw_timeseries_M0_T30_ontrue_offtrue_seed19_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p02_gOff0p05_1781314244204.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed19_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p02_gOff0p05_1781314255785,raw_timeseries_M0_T30_ontrue_offtrue_seed19_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p02_gOff0p05_1781314255785.csv,130,129,false,180,1,1,1,false,false,true,1000,1000,1000,simulation did not reach 180h
M0_T30_ontrue_offtrue_seed19_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781286284278,raw_timeseries_M0_T30_ontrue_offtrue_seed19_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781286284278.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed19_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781317824819,raw_timeseries_M0_T30_ontrue_offtrue_seed19_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781317824819.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed19_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781317837594,raw_timeseries_M0_T30_ontrue_offtrue_seed19_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781317837594.csv,151,150,false,180,1,1,1,false,false,true,1000,1000,1000,simulation did not reach 180h
M0_T30_ontrue_offtrue_seed19_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781319104588,raw_timeseries_M0_T30_ontrue_offtrue_seed19_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781319104588.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed19_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781319119239,raw_timeseries_M0_T30_ontrue_offtrue_seed19_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781319119239.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed19_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p1_1781499170750,raw_timeseries_M0_T30_ontrue_offtrue_seed19_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p1_1781499170750.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed19_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p3_1781315297833,raw_timeseries_M0_T30_ontrue_offtrue_seed19_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p3_1781315297833.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed19_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p3_1781315306663,raw_timeseries_M0_T30_ontrue_offtrue_seed19_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p3_1781315306663.csv,97,96,false,180,1,1,1,false,false,true,1000,1000,1000,simulation did not reach 180h
M0_T30_ontrue_offtrue_seed19_kon6_koff4_rewire0p1_or50p0_fr8p0_gOn0p05_gOff0p15_1781316813184,raw_timeseries_M0_T30_ontrue_offtrue_seed19_kon6_koff4_rewire0p1_or50p0_fr8p0_gOn0p05_gOff0p15_1781316813184.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed19_kon6_koff4_rewire0p1_or50p0_fr8p0_gOn0p05_gOff0p15_1781316822689,raw_timeseries_M0_T30_ontrue_offtrue_seed19_kon6_koff4_rewire0p1_or50p0_fr8p0_gOn0p05_gOff0p15_1781316822689.csv,99,98,false,180,1,1,1,false,false,true,1000,1000,1000,simulation did not reach 180h
M0_T30_ontrue_offtrue_seed19_kon6_koff4_rewire0p3_or35p0_fr5p0_gOn0p05_gOff0p15_1781322282501,raw_timeseries_M0_T30_ontrue_offtrue_seed19_kon6_koff4_rewire0p3_or35p0_fr5p0_gOn0p05_gOff0p15_1781322282501.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed19_kon6_koff4_rewire0p3_or35p0_fr5p0_gOn0p05_gOff0p15_1781322297982,raw_timeseries_M0_T30_ontrue_offtrue_seed19_kon6_koff4_rewire0p3_or35p0_fr5p0_gOn0p05_gOff0p15_1781322297982.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed1_kon6_koff4_rewire0p01_or35p0_fr5p0_gOn0p05_gOff0p15_1781319699133,raw_timeseries_M0_T30_ontrue_offtrue_seed1_kon6_koff4_rewire0p01_or35p0_fr5p0_gOn0p05_gOff0p15_1781319699133.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed1_kon6_koff4_rewire0p01_or35p0_fr5p0_gOn0p05_gOff0p15_1781319713711,raw_timeseries_M0_T30_ontrue_offtrue_seed1_kon6_koff4_rewire0p01_or35p0_fr5p0_gOn0p05_gOff0p15_1781319713711.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed1_kon6_koff4_rewire0p1_or20p0_fr2p0_gOn0p05_gOff0p15_1781315584107,raw_timeseries_M0_T30_ontrue_offtrue_seed1_kon6_koff4_rewire0p1_or20p0_fr2p0_gOn0p05_gOff0p15_1781315584107.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed1_kon6_koff4_rewire0p1_or20p0_fr2p0_gOn0p05_gOff0p15_1781315593077,raw_timeseries_M0_T30_ontrue_offtrue_seed1_kon6_koff4_rewire0p1_or20p0_fr2p0_gOn0p05_gOff0p15_1781315593077.csv,102,101,false,180,1,1,1,false,false,true,1000,1000,1000,simulation did not reach 180h
M0_T30_ontrue_offtrue_seed1_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p02_gOff0p05_1781313732037,raw_timeseries_M0_T30_ontrue_offtrue_seed1_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p02_gOff0p05_1781313732037.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed1_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p02_gOff0p05_1781313743037,raw_timeseries_M0_T30_ontrue_offtrue_seed1_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p02_gOff0p05_1781313743037.csv,100,99,false,180,1,1,1,false,false,true,1000,1000,1000,simulation did not reach 180h
M0_T30_ontrue_offtrue_seed1_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781285857871,raw_timeseries_M0_T30_ontrue_offtrue_seed1_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781285857871.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed1_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781317169574,raw_timeseries_M0_T30_ontrue_offtrue_seed1_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781317169574.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed1_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781317182433,raw_timeseries_M0_T30_ontrue_offtrue_seed1_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781317182433.csv,157,156,false,180,1,1,1,false,false,true,1000,1000,1000,simulation did not reach 180h
M0_T30_ontrue_offtrue_seed1_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781318298223,raw_timeseries_M0_T30_ontrue_offtrue_seed1_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781318298223.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed1_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781318312431,raw_timeseries_M0_T30_ontrue_offtrue_seed1_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781318312431.csv,168,167,false,180,1,1,1,false,false,true,1000,1000,1000,simulation did not reach 180h
M0_T30_ontrue_offtrue_seed1_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p1_1781497087228,raw_timeseries_M0_T30_ontrue_offtrue_seed1_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p1_1781497087228.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed1_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p3_1781314658249,raw_timeseries_M0_T30_ontrue_offtrue_seed1_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p3_1781314658249.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed1_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p3_1781314670730,raw_timeseries_M0_T30_ontrue_offtrue_seed1_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p1_gOff0p3_1781314670730.csv,125,124,false,180,1,1,1,false,false,true,1000,1000,1000,simulation did not reach 180h
M0_T30_ontrue_offtrue_seed1_kon6_koff4_rewire0p1_or50p0_fr8p0_gOn0p05_gOff0p15_1781316336730,raw_timeseries_M0_T30_ontrue_offtrue_seed1_kon6_koff4_rewire0p1_or50p0_fr8p0_gOn0p05_gOff0p15_1781316336730.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed1_kon6_koff4_rewire0p1_or50p0_fr8p0_gOn0p05_gOff0p15_1781316345990,raw_timeseries_M0_T30_ontrue_offtrue_seed1_kon6_koff4_rewire0p1_or50p0_fr8p0_gOn0p05_gOff0p15_1781316345990.csv,91,90,false,180,1,1,1,false,false,true,1000,1000,1000,simulation did not reach 180h
M0_T30_ontrue_offtrue_seed1_kon6_koff4_rewire0p3_or35p0_fr5p0_gOn0p05_gOff0p15_1781321282051,raw_timeseries_M0_T30_ontrue_offtrue_seed1_kon6_koff4_rewire0p3_or35p0_fr5p0_gOn0p05_gOff0p15_1781321282051.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
M0_T30_ontrue_offtrue_seed1_kon6_koff4_rewire0p3_or35p0_fr5p0_gOn0p05_gOff0p15_1781321297296,raw_timeseries_M0_T30_ontrue_offtrue_seed1_kon6_koff4_rewire0p3_or35p0_fr5p0_gOn0p05_gOff0p15_1781321297296.csv,181,180,true,180,1,1,1,false,false,true,1000,1000,1000,ok
