runId,rawFile,seedId,modelMode,interventionStartTime,enableOnlineIntervention,enableOfflineIntervention,kOffline,kOnline,pRewire,initialOnlineSeeds,initialOfflineSeeds,onlineRate,offlineRate,onlineGovEffect,offlineGovEffect,latentTime,forgetTime,govForgetTime,rowCount,durationHours,runCompleted,usedForScenarioStats,duplicateSeedPolicy,metricScope,populationInitial,populationFinal,populationMin,populationMax,populationConstant,I1Peak,I1PeakTime,I2Peak,I2PeakTime,totalInfectedPeak,totalInfectedPeakTime,EPeak,EPeakTime,G1Peak,G1PeakTime,G2Peak,G2PeakTime,cumulativeInfectedPersonHours_right,cumulativeInfectedPersonHours_trapezoid,finalS,finalE,finalI1,finalI2,finalG1,finalG2,finalR,anylogicSummaryAvailable
M0_T30_onfalse_offtrue_seed28_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p0_gOff0p2_1781500717021,raw_timeseries_M0_T30_onfalse_offtrue_seed28_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p0_gOff0p2_1781500717021.csv,28,0,30.0,false,true,4,6,0.1,10,10,35.0,5.0,0.0,0.2,2.0,30.0,4.0,181,180,true,true,unique seed run,full_0_180h,1000,1000,1000,1000,true,656,26,235,29,882,27,98,16,0,0,361,123,30297,30297,14,0,0,0,0,8,978,true
M0_T30_onfalse_offtrue_seed29_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313670336,raw_timeseries_M0_T30_onfalse_offtrue_seed29_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313670336.csv,29,0,30.0,false,true,4,6,0.1,10,10,35.0,5.0,0.05,0.15,2.0,30.0,4.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,677,26,217,30,888,26,95,14,0,0,298,95,33311,33311,12,0,0,0,0,8,980,true
M0_T30_onfalse_offtrue_seed29_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313680752,raw_timeseries_M0_T30_onfalse_offtrue_seed29_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313680752.csv,29,0,30.0,false,true,4,6,0.1,10,10,35.0,5.0,0.05,0.15,2.0,30.0,4.0,112,111,false,false,partial/debug run excluded,partial_debug_run,1000,1000,1000,1000,true,677,26,217,30,888,26,95,14,0,0,298,95,33297,33296,0,0,0,2,0,298,700,false
M0_T30_onfalse_offtrue_seed29_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p0_gOff0p2_1781500757204,raw_timeseries_M0_T30_onfalse_offtrue_seed29_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p0_gOff0p2_1781500757204.csv,29,0,30.0,false,true,4,6,0.1,10,10,35.0,5.0,0.0,0.2,2.0,30.0,4.0,181,180,true,true,unique seed run,full_0_180h,1000,1000,1000,1000,true,677,26,217,30,888,26,95,14,0,0,373,87,30668,30668,12,0,0,0,0,3,985,true
M0_T30_onfalse_offtrue_seed2_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313013009,raw_timeseries_M0_T30_onfalse_offtrue_seed2_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313013009.csv,2,0,30.0,false,true,4,6,0.1,10,10,35.0,5.0,0.05,0.15,2.0,30.0,4.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,688,27,209,29,895,27,105,15,0,0,284,120,32978,32978,10,0,0,0,0,8,982,true
M0_T30_onfalse_offtrue_seed2_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313022518,raw_timeseries_M0_T30_onfalse_offtrue_seed2_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313022518.csv,2,0,30.0,false,true,4,6,0.1,10,10,35.0,5.0,0.05,0.15,2.0,30.0,4.0,97,96,false,false,partial/debug run excluded,partial_debug_run,1000,1000,1000,1000,true,688,27,209,29,895,27,105,15,0,0,282,91,32720,32710,0,0,12,8,0,282,698,false
M0_T30_onfalse_offtrue_seed2_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p0_gOff0p2_1781499675730,raw_timeseries_M0_T30_onfalse_offtrue_seed2_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p0_gOff0p2_1781499675730.csv,2,0,30.0,false,true,4,6,0.1,10,10,35.0,5.0,0.0,0.2,2.0,30.0,4.0,181,180,true,true,unique seed run,full_0_180h,1000,1000,1000,1000,true,688,27,209,29,895,27,105,15,0,0,354,83,30026,30026,8,0,0,0,0,0,992,true
M0_T30_onfalse_offtrue_seed30_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313701168,raw_timeseries_M0_T30_onfalse_offtrue_seed30_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313701168.csv,30,0,30.0,false,true,4,6,0.1,10,10,35.0,5.0,0.05,0.15,2.0,30.0,4.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,610,29,243,32,850,29,92,19,0,0,268,104,32222,32222,12,0,0,0,0,6,982,true
M0_T30_onfalse_offtrue_seed30_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p0_gOff0p2_1781500812689,raw_timeseries_M0_T30_onfalse_offtrue_seed30_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p0_gOff0p2_1781500812689.csv,30,0,30.0,false,true,4,6,0.1,10,10,35.0,5.0,0.0,0.2,2.0,30.0,4.0,181,180,true,true,unique seed run,full_0_180h,1000,1000,1000,1000,true,610,29,241,30,850,29,92,19,0,0,408,87,29183,29183,14,0,0,0,0,2,984,true
M0_T30_onfalse_offtrue_seed3_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313037006,raw_timeseries_M0_T30_onfalse_offtrue_seed3_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313037006.csv,3,0,30.0,false,true,4,6,0.1,10,10,35.0,5.0,0.05,0.15,2.0,30.0,4.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,604,29,238,27,841,29,95,17,0,0,311,114,31428,31428,8,0,0,0,0,7,985,true
M0_T30_onfalse_offtrue_seed3_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313046770,raw_timeseries_M0_T30_onfalse_offtrue_seed3_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313046770.csv,3,0,30.0,false,true,4,6,0.1,10,10,35.0,5.0,0.05,0.15,2.0,30.0,4.0,76,75,false,false,partial/debug run excluded,partial_debug_run,1000,1000,1000,1000,true,604,29,238,27,841,29,95,17,0,0,301,73,30054,30015,1,0,45,33,0,301,620,false
M0_T30_onfalse_offtrue_seed3_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p0_gOff0p2_1781499712095,raw_timeseries_M0_T30_onfalse_offtrue_seed3_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p0_gOff0p2_1781499712095.csv,3,0,30.0,false,true,4,6,0.1,10,10,35.0,5.0,0.0,0.2,2.0,30.0,4.0,181,180,true,true,unique seed run,full_0_180h,1000,1000,1000,1000,true,604,29,238,27,841,29,95,17,0,0,369,98,28756,28756,8,0,0,0,0,4,988,true
M0_T30_onfalse_offtrue_seed4_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313059898,raw_timeseries_M0_T30_onfalse_offtrue_seed4_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313059898.csv,4,0,30.0,false,true,4,6,0.1,10,10,35.0,5.0,0.05,0.15,2.0,30.0,4.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,635,25,239,26,872,26,94,10,0,0,303,112,32291,32289,8,0,2,2,0,7,981,true
M0_T30_onfalse_offtrue_seed4_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313069397,raw_timeseries_M0_T30_onfalse_offtrue_seed4_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313069397.csv,4,0,30.0,false,true,4,6,0.1,10,10,35.0,5.0,0.05,0.15,2.0,30.0,4.0,89,88,false,false,partial/debug run excluded,partial_debug_run,1000,1000,1000,1000,true,635,25,239,26,872,26,94,10,0,0,299,88,31795,31781,1,0,13,15,0,299,672,false
M0_T30_onfalse_offtrue_seed4_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p0_gOff0p2_1781499762824,raw_timeseries_M0_T30_onfalse_offtrue_seed4_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p0_gOff0p2_1781499762824.csv,4,0,30.0,false,true,4,6,0.1,10,10,35.0,5.0,0.0,0.2,2.0,30.0,4.0,181,180,true,true,unique seed run,full_0_180h,1000,1000,1000,1000,true,635,25,239,26,872,26,94,10,0,0,373,105,29999,29999,9,0,0,0,0,9,982,true
M0_T30_onfalse_offtrue_seed5_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313082847,raw_timeseries_M0_T30_onfalse_offtrue_seed5_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313082847.csv,5,0,30.0,false,true,4,6,0.1,10,10,35.0,5.0,0.05,0.15,2.0,30.0,4.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,626,30,217,30,843,30,87,12,0,0,308,95,31029,31029,13,0,0,0,0,7,980,true
M0_T30_onfalse_offtrue_seed5_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313091973,raw_timeseries_M0_T30_onfalse_offtrue_seed5_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313091973.csv,5,0,30.0,false,true,4,6,0.1,10,10,35.0,5.0,0.05,0.15,2.0,30.0,4.0,99,98,false,false,partial/debug run excluded,partial_debug_run,1000,1000,1000,1000,true,626,30,217,30,843,30,87,12,0,0,308,95,30770,30761,8,0,10,8,0,308,666,false
M0_T30_onfalse_offtrue_seed5_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p0_gOff0p2_1781499800721,raw_timeseries_M0_T30_onfalse_offtrue_seed5_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p0_gOff0p2_1781499800721.csv,5,0,30.0,false,true,4,6,0.1,10,10,35.0,5.0,0.0,0.2,2.0,30.0,4.0,181,180,true,true,unique seed run,full_0_180h,1000,1000,1000,1000,true,626,30,221,32,843,30,87,12,0,0,403,114,28468,28468,16,0,0,0,0,2,982,true
M0_T30_onfalse_offtrue_seed6_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313105517,raw_timeseries_M0_T30_onfalse_offtrue_seed6_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313105517.csv,6,0,30.0,false,true,4,6,0.1,10,10,35.0,5.0,0.05,0.15,2.0,30.0,4.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,617,29,237,29,854,29,83,13,0,0,290,94,31769,31769,11,0,0,0,0,3,986,true
M0_T30_onfalse_offtrue_seed6_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313114558,raw_timeseries_M0_T30_onfalse_offtrue_seed6_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313114558.csv,6,0,30.0,false,true,4,6,0.1,10,10,35.0,5.0,0.05,0.15,2.0,30.0,4.0,79,78,false,false,partial/debug run excluded,partial_debug_run,1000,1000,1000,1000,true,617,29,237,29,854,29,83,13,0,0,283,77,30962,30929,0,0,30,36,0,283,651,false
M0_T30_onfalse_offtrue_seed6_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p0_gOff0p2_1781499836926,raw_timeseries_M0_T30_onfalse_offtrue_seed6_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p0_gOff0p2_1781499836926.csv,6,0,30.0,false,true,4,6,0.1,10,10,35.0,5.0,0.0,0.2,2.0,30.0,4.0,181,180,true,true,unique seed run,full_0_180h,1000,1000,1000,1000,true,617,29,237,29,854,29,83,13,0,0,374,106,29649,29649,9,0,0,0,0,2,989,true
M0_T30_onfalse_offtrue_seed7_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313127686,raw_timeseries_M0_T30_onfalse_offtrue_seed7_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313127686.csv,7,0,30.0,false,true,4,6,0.1,10,10,35.0,5.0,0.05,0.15,2.0,30.0,4.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,591,30,251,29,841,29,85,11,0,0,304,112,32599,32599,9,0,0,0,0,9,982,true
M0_T30_onfalse_offtrue_seed7_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313136964,raw_timeseries_M0_T30_onfalse_offtrue_seed7_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313136964.csv,7,0,30.0,false,true,4,6,0.1,10,10,35.0,5.0,0.05,0.15,2.0,30.0,4.0,96,95,false,false,partial/debug run excluded,partial_debug_run,1000,1000,1000,1000,true,591,30,251,29,841,29,85,11,0,0,296,91,32167,32152.5,0,0,17,12,0,296,675,false
M0_T30_onfalse_offtrue_seed7_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p0_gOff0p2_1781499873899,raw_timeseries_M0_T30_onfalse_offtrue_seed7_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p0_gOff0p2_1781499873899.csv,7,0,30.0,false,true,4,6,0.1,10,10,35.0,5.0,0.0,0.2,2.0,30.0,4.0,181,180,true,true,unique seed run,full_0_180h,1000,1000,1000,1000,true,591,30,251,29,841,29,85,11,0,0,382,117,29602,29602,11,0,0,0,0,7,982,true
M0_T30_onfalse_offtrue_seed8_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313150582,raw_timeseries_M0_T30_onfalse_offtrue_seed8_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313150582.csv,8,0,30.0,false,true,4,6,0.1,10,10,35.0,5.0,0.05,0.15,2.0,30.0,4.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,646,25,244,29,886,29,107,12,0,0,260,114,32661,32661,11,0,0,0,0,5,984,true
M0_T30_onfalse_offtrue_seed8_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313159565,raw_timeseries_M0_T30_onfalse_offtrue_seed8_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313159565.csv,8,0,30.0,false,true,4,6,0.1,10,10,35.0,5.0,0.05,0.15,2.0,30.0,4.0,93,92,false,false,partial/debug run excluded,partial_debug_run,1000,1000,1000,1000,true,646,25,244,29,886,29,107,12,0,0,257,91,32225,32209,1,0,11,21,0,257,710,false
M0_T30_onfalse_offtrue_seed8_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p0_gOff0p2_1781499910774,raw_timeseries_M0_T30_onfalse_offtrue_seed8_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p0_gOff0p2_1781499910774.csv,8,0,30.0,false,true,4,6,0.1,10,10,35.0,5.0,0.0,0.2,2.0,30.0,4.0,181,180,true,true,unique seed run,full_0_180h,1000,1000,1000,1000,true,646,25,244,29,886,29,107,12,0,0,358,116,31144,31144,12,0,0,0,0,11,977,true
M0_T30_onfalse_offtrue_seed9_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313173000,raw_timeseries_M0_T30_onfalse_offtrue_seed9_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313173000.csv,9,0,30.0,false,true,4,6,0.1,10,10,35.0,5.0,0.05,0.15,2.0,30.0,4.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,655,27,231,28,884,28,93,15,0,0,329,100,32035,32035,9,0,0,0,0,7,984,true
M0_T30_onfalse_offtrue_seed9_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313182998,raw_timeseries_M0_T30_onfalse_offtrue_seed9_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781313182998.csv,9,0,30.0,false,true,4,6,0.1,10,10,35.0,5.0,0.05,0.15,2.0,30.0,4.0,92,91,false,false,partial/debug run excluded,partial_debug_run,1000,1000,1000,1000,true,655,27,231,28,884,28,93,15,0,0,324,90,31711,31697.5,2,0,17,10,0,324,647,false
M0_T30_onfalse_offtrue_seed9_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p0_gOff0p2_1781499946615,raw_timeseries_M0_T30_onfalse_offtrue_seed9_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p0_gOff0p2_1781499946615.csv,9,0,30.0,false,true,4,6,0.1,10,10,35.0,5.0,0.0,0.2,2.0,30.0,4.0,181,180,true,true,unique seed run,full_0_180h,1000,1000,1000,1000,true,655,27,231,28,884,28,93,15,0,0,392,114,29540,29540,7,0,0,0,0,7,986,true
M0_T30_ontrue_offfalse_seed10_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781312380737,raw_timeseries_M0_T30_ontrue_offfalse_seed10_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781312380737.csv,10,0,30.0,true,false,4,6,0.1,10,10,35.0,5.0,0.05,0.15,2.0,30.0,4.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,612,30,239,30,851,30,93,15,85,103,0,0,38710,38710,6,0,0,0,8,0,986,true
M0_T30_ontrue_offfalse_seed10_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p2_gOff0p0_1781500883640,raw_timeseries_M0_T30_ontrue_offfalse_seed10_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p2_gOff0p0_1781500883640.csv,10,0,30.0,true,false,4,6,0.1,10,10,35.0,5.0,0.2,0.0,2.0,30.0,4.0,181,180,true,true,unique seed run,full_0_180h,1000,1000,1000,1000,true,612,30,239,30,851,30,93,15,422,116,0,0,28868,28868,7,0,0,0,2,0,991,true
M0_T30_ontrue_offfalse_seed11_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781312503372,raw_timeseries_M0_T30_ontrue_offfalse_seed11_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781312503372.csv,11,0,30.0,true,false,4,6,0.1,10,10,35.0,5.0,0.05,0.15,2.0,30.0,4.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,621,25,247,27,866,25,107,12,87,114,0,0,37999,37999,5,0,0,0,13,0,982,true
M0_T30_ontrue_offfalse_seed11_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781312512559,raw_timeseries_M0_T30_ontrue_offfalse_seed11_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781312512559.csv,11,0,30.0,true,false,4,6,0.1,10,10,35.0,5.0,0.05,0.15,2.0,30.0,4.0,95,94,false,false,partial/debug run excluded,partial_debug_run,1000,1000,1000,1000,true,621,25,247,27,866,25,107,12,84,94,0,0,36717,36679,0,0,36,40,84,0,840,false
M0_T30_ontrue_offfalse_seed11_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p2_gOff0p0_1781497596547,raw_timeseries_M0_T30_ontrue_offfalse_seed11_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p2_gOff0p0_1781497596547.csv,11,0,30.0,true,false,4,6,0.1,10,10,35.0,5.0,0.2,0.0,2.0,30.0,4.0,181,180,true,true,unique seed run,full_0_180h,1000,1000,1000,1000,true,621,25,247,27,866,25,107,12,373,111,0,0,30634,30634,5,0,0,0,9,0,986,true
M0_T30_ontrue_offfalse_seed12_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781312527520,raw_timeseries_M0_T30_ontrue_offfalse_seed12_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781312527520.csv,12,0,30.0,true,false,4,6,0.1,10,10,35.0,5.0,0.05,0.15,2.0,30.0,4.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,594,28,264,32,852,29,90,15,85,108,0,0,38577,38576.5,9,0,0,1,5,0,985,true
M0_T30_ontrue_offfalse_seed12_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781312537536,raw_timeseries_M0_T30_ontrue_offfalse_seed12_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781312537536.csv,12,0,30.0,true,false,4,6,0.1,10,10,35.0,5.0,0.05,0.15,2.0,30.0,4.0,89,88,false,false,partial/debug run excluded,partial_debug_run,1000,1000,1000,1000,true,594,28,264,32,852,29,90,15,80,83,0,0,36733,36685,0,0,50,46,80,0,824,false
M0_T30_ontrue_offfalse_seed12_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p2_gOff0p0_1781497626440,raw_timeseries_M0_T30_ontrue_offfalse_seed12_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p2_gOff0p0_1781497626440.csv,12,0,30.0,true,false,4,6,0.1,10,10,35.0,5.0,0.2,0.0,2.0,30.0,4.0,181,180,true,true,unique seed run,full_0_180h,1000,1000,1000,1000,true,594,28,262,32,852,29,90,15,406,92,0,0,29737,29737,10,0,0,0,3,0,987,true
M0_T30_ontrue_offfalse_seed13_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781312551085,raw_timeseries_M0_T30_ontrue_offfalse_seed13_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781312551085.csv,13,0,30.0,true,false,4,6,0.1,10,10,35.0,5.0,0.05,0.15,2.0,30.0,4.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,647,29,248,29,895,29,97,15,122,101,0,0,37684,37684,9,0,0,0,9,0,982,true
M0_T30_ontrue_offfalse_seed13_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781312561083,raw_timeseries_M0_T30_ontrue_offfalse_seed13_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781312561083.csv,13,0,30.0,true,false,4,6,0.1,10,10,35.0,5.0,0.05,0.15,2.0,30.0,4.0,97,96,false,false,partial/debug run excluded,partial_debug_run,1000,1000,1000,1000,true,647,29,248,29,895,29,97,15,117,94,0,0,36663,36633.5,0,0,24,35,117,0,824,false
M0_T30_ontrue_offfalse_seed13_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p2_gOff0p0_1781497657169,raw_timeseries_M0_T30_ontrue_offfalse_seed13_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p2_gOff0p0_1781497657169.csv,13,0,30.0,true,false,4,6,0.1,10,10,35.0,5.0,0.2,0.0,2.0,30.0,4.0,181,180,true,true,unique seed run,full_0_180h,1000,1000,1000,1000,true,647,29,248,29,895,29,97,15,457,89,0,0,28557,28557,10,0,0,0,3,0,987,true
M0_T30_ontrue_offfalse_seed14_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781312577828,raw_timeseries_M0_T30_ontrue_offfalse_seed14_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781312577828.csv,14,0,30.0,true,false,4,6,0.1,10,10,35.0,5.0,0.05,0.15,2.0,30.0,4.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,595,31,256,31,851,31,73,18,86,117,0,0,37003,37003,10,0,0,0,8,0,982,true
M0_T30_ontrue_offfalse_seed14_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781312588210,raw_timeseries_M0_T30_ontrue_offfalse_seed14_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781312588210.csv,14,0,30.0,true,false,4,6,0.1,10,10,35.0,5.0,0.05,0.15,2.0,30.0,4.0,96,95,false,false,partial/debug run excluded,partial_debug_run,1000,1000,1000,1000,true,595,31,256,31,851,31,73,18,83,90,0,0,35855,35819.5,5,0,28,43,83,0,841,false
M0_T30_ontrue_offfalse_seed14_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p2_gOff0p0_1781497689277,raw_timeseries_M0_T30_ontrue_offfalse_seed14_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p2_gOff0p0_1781497689277.csv,14,0,30.0,true,false,4,6,0.1,10,10,35.0,5.0,0.2,0.0,2.0,30.0,4.0,181,180,true,true,unique seed run,full_0_180h,1000,1000,1000,1000,true,592,30,259,31,846,30,73,18,451,96,0,0,27614,27614,15,0,0,0,4,0,981,true
M0_T30_ontrue_offfalse_seed15_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781312603398,raw_timeseries_M0_T30_ontrue_offfalse_seed15_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781312603398.csv,15,0,30.0,true,false,4,6,0.1,10,10,35.0,5.0,0.05,0.15,2.0,30.0,4.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,633,28,236,27,869,28,91,14,91,123,0,0,39237,39237,4,0,0,0,16,0,980,true
M0_T30_ontrue_offfalse_seed15_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781312613300,raw_timeseries_M0_T30_ontrue_offfalse_seed15_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781312613300.csv,15,0,30.0,true,false,4,6,0.1,10,10,35.0,5.0,0.05,0.15,2.0,30.0,4.0,69,68,false,false,partial/debug run excluded,partial_debug_run,1000,1000,1000,1000,true,633,28,236,27,869,28,91,14,64,67,0,0,34117,34017.5,0,0,118,81,64,0,737,false
M0_T30_ontrue_offfalse_seed15_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p2_gOff0p0_1781497722660,raw_timeseries_M0_T30_ontrue_offfalse_seed15_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p2_gOff0p0_1781497722660.csv,15,0,30.0,true,false,4,6,0.1,10,10,35.0,5.0,0.2,0.0,2.0,30.0,4.0,181,180,true,true,unique seed run,full_0_180h,1000,1000,1000,1000,true,633,28,236,27,869,28,91,14,412,99,0,0,29599,29599,4,0,0,0,6,0,990,true
M0_T30_ontrue_offfalse_seed16_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781312627418,raw_timeseries_M0_T30_ontrue_offfalse_seed16_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781312627418.csv,16,0,30.0,true,false,4,6,0.1,10,10,35.0,5.0,0.05,0.15,2.0,30.0,4.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,628,29,246,28,871,28,106,13,72,125,0,0,38108,38108,5,0,0,0,9,0,986,true
