runId,rawFile,seedId,modelMode,interventionStartTime,enableOnlineIntervention,enableOfflineIntervention,kOffline,kOnline,pRewire,initialOnlineSeeds,initialOfflineSeeds,onlineRate,offlineRate,onlineGovEffect,offlineGovEffect,latentTime,forgetTime,govForgetTime,rowCount,durationHours,runCompleted,usedForScenarioStats,duplicateSeedPolicy,metricScope,populationInitial,populationFinal,populationMin,populationMax,populationConstant,I1Peak,I1PeakTime,I2Peak,I2PeakTime,totalInfectedPeak,totalInfectedPeakTime,EPeak,EPeakTime,G1Peak,G1PeakTime,G2Peak,G2PeakTime,cumulativeInfectedPersonHours_right,cumulativeInfectedPersonHours_trapezoid,finalS,finalE,finalI1,finalI2,finalG1,finalG2,finalR,anylogicSummaryAvailable
M1_T30_ontrue_offtrue_seed12_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327353669,raw_timeseries_M1_T30_ontrue_offtrue_seed12_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327353669.csv,12,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,934,5,0,0,934,5,610,2,0,0,0,0,5051,5051,454,0,0,0,0,0,546,true
M1_T30_ontrue_offtrue_seed13_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327401483,raw_timeseries_M1_T30_ontrue_offtrue_seed13_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327401483.csv,13,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,false,older duplicate seed run excluded,full_0_180h,1000,1000,1000,1000,true,942,5,0,0,942,5,606,2,0,0,0,0,4946,4946,463,0,0,0,0,0,537,true
M1_T30_ontrue_offtrue_seed13_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327417752,raw_timeseries_M1_T30_ontrue_offtrue_seed13_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327417752.csv,13,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,942,5,0,0,942,5,606,2,0,0,0,0,4946,4946,463,0,0,0,0,0,537,true
M1_T30_ontrue_offtrue_seed14_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327465486,raw_timeseries_M1_T30_ontrue_offtrue_seed14_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327465486.csv,14,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,false,older duplicate seed run excluded,full_0_180h,1000,1000,1000,1000,true,934,5,0,0,934,5,596,2,0,0,0,0,4979,4979,425,0,0,0,0,0,575,true
M1_T30_ontrue_offtrue_seed14_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327481776,raw_timeseries_M1_T30_ontrue_offtrue_seed14_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327481776.csv,14,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,934,5,0,0,934,5,596,2,0,0,0,0,4979,4979,425,0,0,0,0,0,575,true
M1_T30_ontrue_offtrue_seed15_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327529427,raw_timeseries_M1_T30_ontrue_offtrue_seed15_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327529427.csv,15,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,false,older duplicate seed run excluded,full_0_180h,1000,1000,1000,1000,true,939,5,0,0,939,5,609,2,0,0,0,0,4988,4988,460,0,0,0,0,0,540,true
M1_T30_ontrue_offtrue_seed15_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327545644,raw_timeseries_M1_T30_ontrue_offtrue_seed15_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327545644.csv,15,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,939,5,0,0,939,5,609,2,0,0,0,0,4988,4988,460,0,0,0,0,0,540,true
M1_T30_ontrue_offtrue_seed16_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327595146,raw_timeseries_M1_T30_ontrue_offtrue_seed16_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327595146.csv,16,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,false,older duplicate seed run excluded,full_0_180h,1000,1000,1000,1000,true,940,5,0,0,940,5,592,2,0,0,0,0,5032,5032,445,0,0,0,0,0,555,true
M1_T30_ontrue_offtrue_seed16_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327611448,raw_timeseries_M1_T30_ontrue_offtrue_seed16_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327611448.csv,16,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,940,5,0,0,940,5,592,2,0,0,0,0,5032,5032,445,0,0,0,0,0,555,true
M1_T30_ontrue_offtrue_seed17_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327659285,raw_timeseries_M1_T30_ontrue_offtrue_seed17_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327659285.csv,17,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,false,older duplicate seed run excluded,full_0_180h,1000,1000,1000,1000,true,934,5,0,0,934,5,596,2,0,0,0,0,4997,4997,446,0,0,0,0,0,554,true
M1_T30_ontrue_offtrue_seed17_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327676682,raw_timeseries_M1_T30_ontrue_offtrue_seed17_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327676682.csv,17,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,934,5,0,0,934,5,596,2,0,0,0,0,4997,4997,446,0,0,0,0,0,554,true
M1_T30_ontrue_offtrue_seed18_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327731809,raw_timeseries_M1_T30_ontrue_offtrue_seed18_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327731809.csv,18,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,false,older duplicate seed run excluded,full_0_180h,1000,1000,1000,1000,true,935,5,0,0,935,5,586,2,0,0,0,0,4967,4967,436,0,0,0,0,0,564,true
M1_T30_ontrue_offtrue_seed18_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327748836,raw_timeseries_M1_T30_ontrue_offtrue_seed18_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327748836.csv,18,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,935,5,0,0,935,5,586,2,0,0,0,0,4967,4967,436,0,0,0,0,0,564,true
M1_T30_ontrue_offtrue_seed19_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327797471,raw_timeseries_M1_T30_ontrue_offtrue_seed19_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327797471.csv,19,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,false,older duplicate seed run excluded,full_0_180h,1000,1000,1000,1000,true,929,5,0,0,929,5,610,2,0,0,0,0,4990,4990,452,0,0,0,0,0,548,true
M1_T30_ontrue_offtrue_seed19_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327813449,raw_timeseries_M1_T30_ontrue_offtrue_seed19_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327813449.csv,19,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,929,5,0,0,929,5,610,2,0,0,0,0,4990,4990,452,0,0,0,0,0,548,true
M1_T30_ontrue_offtrue_seed1_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781326640493,raw_timeseries_M1_T30_ontrue_offtrue_seed1_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781326640493.csv,1,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,false,older duplicate seed run excluded,full_0_180h,1000,1000,1000,1000,true,937,5,0,0,937,5,588,2,0,0,0,0,4918,4918,430,0,0,0,0,0,570,true
M1_T30_ontrue_offtrue_seed1_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781326656512,raw_timeseries_M1_T30_ontrue_offtrue_seed1_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781326656512.csv,1,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,937,5,0,0,937,5,588,2,0,0,0,0,4918,4918,430,0,0,0,0,0,570,true
M1_T30_ontrue_offtrue_seed20_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327862587,raw_timeseries_M1_T30_ontrue_offtrue_seed20_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327862587.csv,20,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,false,older duplicate seed run excluded,full_0_180h,1000,1000,1000,1000,true,929,5,0,0,929,5,588,2,0,0,0,0,5022,5022,422,0,0,0,0,0,578,true
M1_T30_ontrue_offtrue_seed20_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327878855,raw_timeseries_M1_T30_ontrue_offtrue_seed20_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327878855.csv,20,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,929,5,0,0,929,5,588,2,0,0,0,0,5022,5022,422,0,0,0,0,0,578,true
M1_T30_ontrue_offtrue_seed21_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327927302,raw_timeseries_M1_T30_ontrue_offtrue_seed21_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327927302.csv,21,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,false,older duplicate seed run excluded,full_0_180h,1000,1000,1000,1000,true,940,5,0,0,940,5,612,2,0,0,0,0,4931,4931,424,0,0,0,0,0,576,true
M1_T30_ontrue_offtrue_seed21_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327943647,raw_timeseries_M1_T30_ontrue_offtrue_seed21_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327943647.csv,21,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,940,5,0,0,940,5,612,2,0,0,0,0,4931,4931,424,0,0,0,0,0,576,true
M1_T30_ontrue_offtrue_seed22_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327992608,raw_timeseries_M1_T30_ontrue_offtrue_seed22_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781327992608.csv,22,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,false,older duplicate seed run excluded,full_0_180h,1000,1000,1000,1000,true,941,5,0,0,941,5,601,2,0,0,0,0,4995,4995,442,0,0,0,0,0,558,true
M1_T30_ontrue_offtrue_seed22_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781328008924,raw_timeseries_M1_T30_ontrue_offtrue_seed22_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781328008924.csv,22,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,941,5,0,0,941,5,601,2,0,0,0,0,4995,4995,442,0,0,0,0,0,558,true
M1_T30_ontrue_offtrue_seed23_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781328057672,raw_timeseries_M1_T30_ontrue_offtrue_seed23_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781328057672.csv,23,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,false,older duplicate seed run excluded,full_0_180h,1000,1000,1000,1000,true,944,5,0,0,944,5,578,2,0,0,0,0,5101,5101,431,0,0,0,0,0,569,true
M1_T30_ontrue_offtrue_seed23_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781328074179,raw_timeseries_M1_T30_ontrue_offtrue_seed23_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781328074179.csv,23,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,944,5,0,0,944,5,578,2,0,0,0,0,5101,5101,431,0,0,0,0,0,569,true
M1_T30_ontrue_offtrue_seed24_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781328124457,raw_timeseries_M1_T30_ontrue_offtrue_seed24_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781328124457.csv,24,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,false,older duplicate seed run excluded,full_0_180h,1000,1000,1000,1000,true,928,5,0,0,928,5,569,2,0,0,0,0,4851,4851,438,0,0,0,0,0,562,true
M1_T30_ontrue_offtrue_seed24_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781328140841,raw_timeseries_M1_T30_ontrue_offtrue_seed24_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781328140841.csv,24,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,928,5,0,0,928,5,569,2,0,0,0,0,4851,4851,438,0,0,0,0,0,562,true
M1_T30_ontrue_offtrue_seed25_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781328190606,raw_timeseries_M1_T30_ontrue_offtrue_seed25_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781328190606.csv,25,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,false,older duplicate seed run excluded,full_0_180h,1000,1000,1000,1000,true,941,5,0,0,941,5,606,2,0,0,0,0,4980,4980,431,0,0,0,0,0,569,true
M1_T30_ontrue_offtrue_seed25_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781328208466,raw_timeseries_M1_T30_ontrue_offtrue_seed25_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781328208466.csv,25,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,941,5,0,0,941,5,606,2,0,0,0,0,4980,4980,431,0,0,0,0,0,569,true
M1_T30_ontrue_offtrue_seed26_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781328257383,raw_timeseries_M1_T30_ontrue_offtrue_seed26_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781328257383.csv,26,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,false,older duplicate seed run excluded,full_0_180h,1000,1000,1000,1000,true,942,5,0,0,942,5,611,2,0,0,0,0,5028,5028,439,0,0,0,0,0,561,true
M1_T30_ontrue_offtrue_seed26_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781328273941,raw_timeseries_M1_T30_ontrue_offtrue_seed26_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781328273941.csv,26,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,942,5,0,0,942,5,611,2,0,0,0,0,5028,5028,439,0,0,0,0,0,561,true
M1_T30_ontrue_offtrue_seed27_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781328322853,raw_timeseries_M1_T30_ontrue_offtrue_seed27_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781328322853.csv,27,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,false,older duplicate seed run excluded,full_0_180h,1000,1000,1000,1000,true,944,5,0,0,944,5,600,2,0,0,0,0,5019,5019,436,0,0,0,0,0,564,true
M1_T30_ontrue_offtrue_seed27_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781328339150,raw_timeseries_M1_T30_ontrue_offtrue_seed27_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781328339150.csv,27,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,944,5,0,0,944,5,600,2,0,0,0,0,5019,5019,436,0,0,0,0,0,564,true
M1_T30_ontrue_offtrue_seed28_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781328388268,raw_timeseries_M1_T30_ontrue_offtrue_seed28_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781328388268.csv,28,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,false,older duplicate seed run excluded,full_0_180h,1000,1000,1000,1000,true,933,5,0,0,933,5,588,2,0,0,0,0,4990,4990,440,0,0,0,0,0,560,true
M1_T30_ontrue_offtrue_seed28_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781328405551,raw_timeseries_M1_T30_ontrue_offtrue_seed28_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781328405551.csv,28,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,933,5,0,0,933,5,588,2,0,0,0,0,4990,4990,440,0,0,0,0,0,560,true
M1_T30_ontrue_offtrue_seed29_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781328455214,raw_timeseries_M1_T30_ontrue_offtrue_seed29_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781328455214.csv,29,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,false,older duplicate seed run excluded,full_0_180h,1000,1000,1000,1000,true,931,5,0,0,931,5,594,2,0,0,0,0,5024,5024,437,0,0,0,0,0,563,true
M1_T30_ontrue_offtrue_seed29_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781328472651,raw_timeseries_M1_T30_ontrue_offtrue_seed29_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781328472651.csv,29,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,931,5,0,0,931,5,594,2,0,0,0,0,5024,5024,437,0,0,0,0,0,563,true
M1_T30_ontrue_offtrue_seed2_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781326703390,raw_timeseries_M1_T30_ontrue_offtrue_seed2_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781326703390.csv,2,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,false,older duplicate seed run excluded,full_0_180h,1000,1000,1000,1000,true,934,5,0,0,934,5,589,2,0,0,0,0,4944,4944,449,0,0,0,0,0,551,true
M1_T30_ontrue_offtrue_seed2_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781326719930,raw_timeseries_M1_T30_ontrue_offtrue_seed2_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781326719930.csv,2,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,934,5,0,0,934,5,589,2,0,0,0,0,4944,4944,449,0,0,0,0,0,551,true
M1_T30_ontrue_offtrue_seed30_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781328528463,raw_timeseries_M1_T30_ontrue_offtrue_seed30_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781328528463.csv,30,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,false,older duplicate seed run excluded,full_0_180h,1000,1000,1000,1000,true,925,5,0,0,925,5,562,2,0,0,0,0,4904,4904,431,0,0,0,0,0,569,true
M1_T30_ontrue_offtrue_seed30_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781328546070,raw_timeseries_M1_T30_ontrue_offtrue_seed30_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781328546070.csv,30,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,925,5,0,0,925,5,562,2,0,0,0,0,4904,4904,431,0,0,0,0,0,569,true
M1_T30_ontrue_offtrue_seed3_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781326767482,raw_timeseries_M1_T30_ontrue_offtrue_seed3_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781326767482.csv,3,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,false,older duplicate seed run excluded,full_0_180h,1000,1000,1000,1000,true,939,5,0,0,939,5,625,2,0,0,0,0,5013,5013,414,0,0,0,0,0,586,true
M1_T30_ontrue_offtrue_seed3_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781326783632,raw_timeseries_M1_T30_ontrue_offtrue_seed3_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781326783632.csv,3,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,939,5,0,0,939,5,625,2,0,0,0,0,5013,5013,414,0,0,0,0,0,586,true
M1_T30_ontrue_offtrue_seed4_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781326830457,raw_timeseries_M1_T30_ontrue_offtrue_seed4_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781326830457.csv,4,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,false,older duplicate seed run excluded,full_0_180h,1000,1000,1000,1000,true,936,5,0,0,936,5,613,2,0,0,0,0,4963,4963,455,0,0,0,0,0,545,true
M1_T30_ontrue_offtrue_seed4_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781326846699,raw_timeseries_M1_T30_ontrue_offtrue_seed4_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781326846699.csv,4,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,936,5,0,0,936,5,613,2,0,0,0,0,4963,4963,455,0,0,0,0,0,545,true
M1_T30_ontrue_offtrue_seed5_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781326893560,raw_timeseries_M1_T30_ontrue_offtrue_seed5_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781326893560.csv,5,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,false,older duplicate seed run excluded,full_0_180h,1000,1000,1000,1000,true,942,5,0,0,942,5,599,2,0,0,0,0,5097,5097,435,0,0,0,0,0,565,true
M1_T30_ontrue_offtrue_seed5_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781326909725,raw_timeseries_M1_T30_ontrue_offtrue_seed5_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781326909725.csv,5,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,true,used latest run for this seed,full_0_180h,1000,1000,1000,1000,true,942,5,0,0,942,5,599,2,0,0,0,0,5097,5097,435,0,0,0,0,0,565,true
M1_T30_ontrue_offtrue_seed6_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781326956784,raw_timeseries_M1_T30_ontrue_offtrue_seed6_kon10_koff0_rewire0p0_or35p0_fr0p0_gOn0p05_gOff0p15_1781326956784.csv,6,1,30.0,true,true,0,10,0.0,20,0,35.0,0.0,0.05,0.15,2.0,5.0,3.0,181,180,true,false,older duplicate seed run excluded,full_0_180h,1000,1000,1000,1000,true,922,5,0,0,922,5,585,2,0,0,0,0,5002,5002,433,0,0,0,0,0,567,true
